,職業,キャラクター,レベル,ポイント
1,,krisu,1821,13630
2,,Tengallon,1561,10166
3,,キュウチャン,1196,7620
4,,ミツリン,1786,6419
5,,♪D－cyan♪,1442,6219
6,,ロザリナ☆,1698,5382
7,,jeil,982,5162
8,,mttt,1830,5054
9,,七色インコ,615,4860
10,,♪もも,1453,4346
11,,∴ジャヌψ,1321,4311
12,,槍まーりも,1462,4228
13,,takakazuma,982,4163
14,,あすみす,1283,4093
15,,たいやきあんこ,1848,4006
16,,ﾌｪﾘｯｸｽ,1271,3799
17,,レジェンド石橋,1840,3516
18,,不協和音♪,1353,3513
19,,りるどーぷ,1696,3402
20,,トト・レイニス,1597,3185
21,,夜刃神,1598,3038
22,,桃牙,1323,2848
23,,ぽいんこ,1602,2842
24,,ﾌｪﾘｱ,1810,2840
25,,ザンゾウ,925,2815
26,,ルベーグ2世,1804,2810
27,,ちゃらめる,1782,2810
28,,筋肉♂パイセン,1657,2793
29,,ζhaluluζ,1823,2755
30,,Liliel,1736,2687
31,,セヴィ・ティセス,1442,2679
32,,ﾄﾛﾄﾛｵﾖﾖ,532,2561
33,,shogi,1796,2532
34,,アリス・ワンダー,1841,2526
35,,CherryShuffle,997,2516
36,,‐鏡月‐,1573,2499
37,,＄ＨＩＤＥ＄,1786,2493
38,,二階堂パンパース,1830,2490
39,,ｋａｚｕｋｕｎ剣,1751,2439
40,,ψXENOψ,1845,2395
41,,§ＮＥＸＵＳ§,1024,2342
42,,れもんψ,1833,2311
43,,しーふ君,888,2280
44,,サイバーナイト,1800,2261
45,,アルス君,1801,2259
46,,∬ましゅまろ∬,1724,2247
47,,超炒飯,1021,2201
48,,２式改,1624,2197
49,,アバブ,1808,2195
50,,Inocent,1740,2195
51,,天日槍,1329,2150
52,,てのひら,1574,2111
53,,misya☆,1258,2110
54,,弐華威堂,1739,2102
55,,小茉里,1117,2090
56,,思いやりGDX,1836,2072
57,,【愛】チェルシー,1475,2072
58,,anderson,1300,2070
59,,陽奈♪,1716,2066
60,,むぎちゃ。,1785,2049
61,,黄金卿の案内人,1012,2037
62,,RockAce,1717,2027
63,,†LightSide†,1801,2024
64,,アリス☆☆,1323,2018
65,,虐殺ｵｰﾊﾞｰﾄﾞﾗｲﾌﾞ,1125,2017
66,,RhymeDealer,1299,2010
67,,ﾄｰﾀﾙﾃﾝﾎﾞｽ,1717,1978
68,,夜廻まるか,1744,1976
69,,ｱﾆﾘｿ,1823,1949
70,,～マハルコ～，,1248,1914
71,,ボイスブリザード,1622,1913
72,,†盗掘者†,1002,1905
73,,ｷｬﾌﾟﾃﾝ・ﾌｧﾙ君,1828,1901
74,,FalkeNaze,1708,1881
75,,ﾀｲｶﾞｰﾀﾅｶ,1277,1848
76,,近代的なsouei,1620,1824
77,,ひるの,1749,1818
78,,元団長さん,1780,1817
79,,永遠の暗闇,1722,1815
80,,真夏の雨§,1800,1812
81,,ｍｅｒｙ,1462,1811
82,,ラクサスドレアン,1805,1810
83,,しらすたっぷ。,1800,1777
84,,Jamii,1624,1772
85,,子供部屋おばさん,1736,1768
86,,emg4159,1549,1765
87,,otasam,1385,1764
88,,豹弦,1756,1752
89,,＠みゆ＠,1260,1747
90,,＊鬼鮫＊,1825,1734
91,,エルロン5,1738,1718
92,,ずっさん,1805,1685
93,,元てつ,937,1684
94,,筋弛緩剤,1171,1679
95,,更級？,1099,1665
96,,緋色＄,1777,1664
97,,ＣＯＯＬ－ＪＯＥ,1366,1663
98,,サクラサケ,1804,1659
99,,べルカンプ,1732,1638
100,,やわら,1009,1627
