,職業,キャラクター,レベル,ポイント
1,n8,ミウ,26,65535
2,n9,krisu,2023,15773
3,n4,Tengallon,1903,14607
4,n18,GameMaster1,1,9057
5,n7,ミツリン,2003,7946
6,n9,Magic1an,2004,7749
7,n5,キュウチャン,1376,7709
8,n7,ザンゾウ,938,7511
9,n4,ψXENOψ,2020,7001
10,n7,♪D－cyan♪,1615,6396
11,n16,mttt,2032,5859
12,n8,ロザリナ☆,1698,5382
13,n8,jeil,1040,5297
14,n16,VVVV0VVV,2000,4877
15,n6,七色インコ,617,4860
16,n19,骨ラーメン☆,2034,4828
17,n12,たいやきあんこ,2013,4589
18,n8,∴ジャヌψ,1417,4495
19,n8,夜刃神,1904,4446
20,n3,ちゃらめる,2011,4437
21,n22,近代的なsouei,1983,4382
22,n10,永遠の暗闇,2045,4371
23,n2,不協和音♪,1603,4350
24,n8,♪もも,1506,4347
25,n9,ボイスブリザード,2002,4305
26,n16,ΨtinariΨ,2032,4275
27,n8,槍まーりも,1500,4253
28,n8,azusachan,2002,4217
29,n1,takakazuma,1041,4216
30,n9,レジェンド石橋,2000,4146
31,n7,あすみす,1283,4093
32,n8,りるどーぷ,2006,3989
33,n5,ﾌｪﾘｯｸｽ,1451,3874
34,n20,Liliel,2001,3855
35,n25,アリス・ワンダー,2004,3803
36,n19,†フィル†,2000,3716
37,n1,アルネホーク,2000,3663
38,n1,†LightSide†,2024,3658
39,n19,ﾌｪﾘｱ,2016,3626
40,n9,陽奈♪,2000,3618
41,n19,6shou,2000,3617
42,n20,∬ましゅまろ∬,1978,3615
43,n1,サイバーナイト,2036,3564
44,n1,ｸﾗｯｼｬｰ☆ｼﾞｮｰ,1816,3516
45,n1,ルベーグ2世,2000,3382
46,n4,黄金卿の案内人,1045,3355
47,n8,とかいっぺ大将,2000,3330
48,n2,桃牙,1567,3316
49,n7,ずっさん,2023,3284
50,n1,セヴィ・ティセス,1641,3280
51,n0,ｋａｚｕｋｕｎ剣,1905,3249
52,n2,トト・レイニス,1611,3185
53,n4,emg4159,2000,3172
54,n1,むぎちゃ。,2000,3119
55,n9,思いやりGDX,2010,3088
56,n15,＄ＨＩＤＥ＄,2002,3086
57,n9,‐鏡月‐,2000,3073
58,n0,あるせん,1936,3054
59,n7,アバブ,2002,3037
60,n9,アルス君,2000,3019
61,n1,ｱﾆﾘｿ,2009,3001
62,n2,shogi,1867,2933
63,n19,♪☆神崎葵☆♪,2000,2893
64,n9,濁心,2001,2874
65,n25,『追浪』♀少女ん,2000,2855
66,n13,ぽいんこ,1602,2842
67,n4,筋肉♂パイセン,1657,2793
68,n1,ウリ☆,2010,2773
69,n9,由利奈,2000,2764
70,n19,ζhaluluζ,1823,2755
71,n8,れもんψ,1915,2723
72,n9,QQBX,1613,2651
73,n9,もぐらⅲ,2011,2647
74,n4,パイカル,1605,2628
75,n9,φAimerφ,2000,2605
76,n8,二階堂パンパース,1910,2577
77,n10,ﾄﾛﾄﾛｵﾖﾖ,580,2561
78,n9,＊鬼鮫＊,2011,2559
79,n24,ｷｬﾌﾟﾃﾝ・ﾌｧﾙ君,2001,2545
80,n21,対立ちゃん,2031,2542
81,n10,CherryShuffle,997,2516
82,n20,純燼,2024,2508
83,n19,マハーデーヴィー,2006,2481
84,n1,RockAce,1878,2471
85,n7,ﾃﾞｨｰﾝ･ｳｨﾝﾁｪｽﾀｰ,2000,2466
86,n2,ひるの,1930,2461
87,n20,夜廻まるか,2000,2456
88,n13,kininaru姫,2000,2440
89,n5,ラクサスドレアン,2000,2414
90,n10,あぷりこ,2010,2401
91,n8,緋色＄,2000,2400
92,n9,レリュム,2000,2399
93,n6,hanacyan,2011,2398
94,n9,魔法姫ひかり,2000,2379
95,n0,超炒飯,1303,2348
96,n2,豹弦,2001,2343
97,n2,§ＮＥＸＵＳ§,1024,2342
98,n8,晴和,2000,2330
99,n6,甘酒ココア,2034,2326
100,n1,_とろ_,2034,2325
