,職業,キャラクター,レベル,ポイント
1,n2,syouitirou,2000,33558
2,n1,ひろ１００１,1549,9627
3,n2,ニャンニャンマン,908,9522
4,n5,ＤＭＺ,1661,7411
5,n11,ミルリ,2002,6802
6,n19,つらあじ,1408,6461
7,n6,ＬＡ：ＮＡ,1772,6400
8,n23,嶋太郎,1687,6299
9,n8,Mｉnelva,1957,4888
10,n2,きぃちゃ,666,4736
11,n9,おばさんULT,1873,4230
12,n0,叢雲のジュウザ,1212,4224
13,n21,DarkGradation,1801,4062
14,n1,☆もいちゃん☆,1456,3838
15,n1,新羅三郎,1811,3385
16,n10,pikashu,2001,3251
17,n1,死神のJ,1465,3194
18,n1,毒おじや,1849,3168
19,n9,☆セントレア☆,2000,3075
20,n9,らぶのーと♪,2000,3000
21,n20,八番手,2000,2987
22,n9,ティダ射手,1920,2955
23,n8,武神゜,2001,2954
24,n6,エルスト,1095,2933
25,n0,†Einzbern,1191,2839
26,n1,DancingBravo,1784,2768
27,n1,ブレイブスカイ,1983,2764
28,n0,shnzi,1533,2699
29,n9,†金獅子姫†,1907,2618
30,n7,れっどしーふ,1954,2601
31,n13,ゆめごん,1993,2591
32,n2,☆夢露くん☆,1285,2559
33,n7,gingingin,1933,2519
34,n9,Rosenritter2,1281,2516
35,n24,ﾏｰｺﾞｯﾄ,2002,2497
36,n0,醤油取って,1984,2496
37,n16,neon43,2001,2450
38,n8,大木陸,1570,2419
39,n10,ﾏｲｹﾙ・ﾏｲﾔﾝｽﾞ,2000,2408
40,n6,パラヌス,1848,2384
41,n10,ぽこっさん,2000,2320
42,n20,PersephoneP,1877,2297
43,n19,AllRangeClear☆,1974,2293
44,n16,きゃぴ☆,1981,2228
45,n10,ピアッサ,970,2223
46,n8,_Jun_,1817,2202
47,n8,ペったー,1576,2162
48,n8,∬purposefire∬,2000,2152
49,n22,レミニセンス,1952,2138
50,n1,段四郎,1445,2138
51,n2,２２３２,1894,2121
52,n1,啓士郎,1925,2107
53,n9,チャットとろい,1060,2099
54,n22,δsnowδ,1910,2081
55,n9,LOVEマシーン♪,1852,2081
56,n8,雷神の弓,1763,2046
57,n9,クレモル,1915,2021
58,n4,高天原ゆとり,1997,2017
59,n2,jun53,920,1972
60,n10,チャット入力苦手,1044,1971
61,n4,私は返事出来ん,1102,1957
62,n6,コールドプレイ,1927,1955
63,n8,ソルディエンヌ,1812,1955
64,n9,超越ゆめんごⅤ,1792,1946
65,n9,マーキψ,1663,1927
66,n20,ShineLight,2000,1917
67,n7,腰痛の爺,1809,1897
68,n20,∬Veloce∬,1957,1891
69,n1,潜伏期間,1784,1887
70,n24,お前もう船降りろ,1944,1877
71,n10,＋ゆい＋,1787,1877
72,n20,苺桜三玖,1814,1828
73,n19,dokuringo,1902,1825
74,n2,ナットウキナーゼ,1420,1823
75,n16,お試しください♪,1961,1808
76,n0,RSQ_RAY,1663,1797
77,n8,Lionel・MessiⅡ,1851,1788
78,n8,浅研,1840,1779
79,n2,kino2,956,1774
80,n0,amagon,2001,1770
81,n6,ブルーマンジェロ,1042,1744
82,n16,◇妖精◇,1838,1743
83,n1,愛知のトッシー,1247,1734
84,n1,スガサワ,1757,1726
85,n10,Ψmo☆moΨ,1557,1722
86,n10,６９５,900,1716
87,n10,つよみん,2001,1707
88,n2,＄デビル＄,1900,1702
89,n1,＄reef＄,1874,1695
90,n19,リンチェンコ,1900,1694
91,n10,北国ウルフ,1574,1684
92,n12,パリバリ,1732,1661
93,n6,HIMAMA,1843,1658
94,n12,WildCandy♪,2000,1657
95,n10,楼麗莱,951,1654
96,n1,ダーシュ！,1861,1648
97,n1,TS020,1351,1640
98,n10,AiryKuroe,1940,1633
99,n5,ビッグマ万太郎,1980,1626
100,n5,（とち）,1249,1602
