,職業,キャラクター,レベル,ポイント
1,n9,krisu,2023,15749
2,n4,Tengallon,1757,11953
3,n5,キュウチャン,1311,7704
4,n7,ミツリン,1955,7305
5,n7,♪D－cyan♪,1557,6354
6,n16,mttt,2025,5753
7,n8,ロザリナ☆,1698,5382
8,n8,jeil,1022,5235
9,n6,七色インコ,616,4860
10,n12,たいやきあんこ,2013,4589
11,n8,∴ジャヌψ,1407,4474
12,n7,ザンゾウ,930,4431
13,n8,♪もも,1504,4347
14,n3,ちゃらめる,2006,4287
15,n9,槍まーりも,1500,4253
16,n2,不協和音♪,1549,4237
17,n1,takakazuma,1019,4199
18,n9,レジェンド石橋,2000,4146
19,n8,夜刃神,1872,4118
20,n7,あすみす,1283,4093
21,n4,ψXENOψ,2005,4002
22,n5,ﾌｪﾘｯｸｽ,1402,3868
23,n9,りるどーぷ,2001,3834
24,n24,アリス・ワンダー,2004,3800
25,n9,ボイスブリザード,2000,3698
26,n20,Liliel,2000,3549
27,n19,ﾌｪﾘｱ,2010,3483
28,n1,ルベーグ2世,2000,3382
29,n9,陽奈♪,1980,3375
30,n1,ｸﾗｯｼｬｰ☆ｼﾞｮｰ,1718,3266
31,n0,ｋａｚｕｋｕｎ剣,1905,3249
32,n1,セヴィ・ティセス,1602,3223
33,n8,azusachan,1951,3215
34,n2,トト・レイニス,1599,3185
35,n2,桃牙,1508,3180
36,n22,近代的なsouei,1910,3167
37,n1,むぎちゃ。,2000,3113
38,n8,思いやりGDX,2010,3088
39,n1,†LightSide†,2000,3049
40,n19,†フィル†,1979,2964
41,n9,アルス君,2000,2960
42,n20,∬ましゅまろ∬,1901,2936
43,n2,shogi,1867,2933
44,n1,サイバーナイト,2010,2918
45,n19,♪☆神崎葵☆♪,2000,2893
46,n9,‐鏡月‐,1859,2866
47,n13,ぽいんこ,1602,2842
48,n7,アバブ,2002,2841
49,n10,永遠の暗闇,2017,2807
50,n4,筋肉♂パイセン,1657,2793
51,n15,＄ＨＩＤＥ＄,1923,2781
52,n7,ずっさん,2004,2760
53,n19,ζhaluluζ,1823,2755
54,n19,骨ラーメン☆,2000,2734
55,n9,れもんψ,1915,2723
56,n0,あるせん,1901,2693
57,n1,アルネホーク,1892,2655
58,n4,黄金卿の案内人,1040,2599
59,n8,二階堂パンパース,1910,2577
60,n9,余貴真優,1880,2564
61,n10,ﾄﾛﾄﾛｵﾖﾖ,550,2561
62,n1,ｱﾆﾘｿ,2001,2559
63,n24,ｷｬﾌﾟﾃﾝ・ﾌｧﾙ君,2001,2545
64,n10,CherryShuffle,997,2516
65,n19,マハーデーヴィー,2006,2481
66,n16,ΨtinariΨ,2003,2475
67,n20,夜廻まるか,2000,2456
68,n4,emg4159,1895,2420
69,n1,RockAce,1864,2418
70,n19,6shou,1915,2404
71,n6,hanacyan,2011,2398
72,n9,緋色＄,2000,2390
73,n5,ラクサスドレアン,2000,2386
74,n9,魔法姫ひかり,2000,2345
75,n2,§ＮＥＸＵＳ§,1024,2342
76,n2,豹弦,2000,2294
77,n6,しーふ君,888,2280
78,n1,ウリ☆,2010,2270
79,n0,Jamii,1877,2265
80,n0,超炒飯,1091,2255
81,n7,２式改,1650,2240
82,n9,＊鬼鮫＊,2000,2235
83,n2,ひるの,1892,2232
84,n19,Inocent,1772,2210
85,n8,もぐらⅲ,2006,2209
86,n4,最前線の開拓者,1305,2202
87,n11,あぷりこ,2000,2199
88,n13,kininaru姫,1966,2164
89,n9,ホロックス,1940,2153
90,n9,天日槍,1411,2150
91,n10,てのひら,1581,2111
92,n8,misya☆,1326,2110
93,n19,弐華威堂,1740,2102
94,n9,ｍｅｒｙ,1734,2101
95,n8,【愛】チェルシー,1506,2096
96,n13,アリス☆☆,1397,2094
97,n10,小茉里,1123,2090
98,n7,ﾃﾞｨｰﾝ･ｳｨﾝﾁｪｽﾀｰ,1924,2088
99,n2,anderson,1344,2070
100,n9,☆キノ♪,2001,2068
