,職業,キャラクター,レベル,ポイント
1,,krisu,2000,14996
2,,Tengallon,1616,10856
3,,キュウチャン,1231,7620
4,,ミツリン,1853,6661
5,,♪D－cyan♪,1503,6275
6,,mttt,2000,5387
7,,ロザリナ☆,1698,5382
8,,jeil,994,5191
9,,七色インコ,615,4860
10,,∴ジャヌψ,1387,4434
11,,♪もも,1478,4347
12,,たいやきあんこ,2000,4309
13,,槍まーりも,1496,4250
14,,takakazuma,1007,4175
15,,あすみす,1283,4093
16,,レジェンド石橋,2000,4075
17,,不協和音♪,1514,4059
18,,ﾌｪﾘｯｸｽ,1274,3801
19,,アリス・ワンダー,2000,3577
20,,ザンゾウ,928,3472
21,,りるどーぷ,1711,3411
22,,ちゃらめる,1884,3308
23,,夜刃神,1655,3305
24,,ｸﾗｯｼｬｰ☆ｼﾞｮｰ,1718,3266
25,,ルベーグ2世,1952,3222
26,,トト・レイニス,1598,3185
27,,ﾌｪﾘｱ,1962,3143
28,,桃牙,1394,3093
29,,Liliel,1879,3022
30,,セヴィ・ティセス,1538,2996
31,,shogi,1867,2933
32,,‐鏡月‐,1851,2855
33,,ぽいんこ,1602,2842
34,,ｋａｚｕｋｕｎ剣,1848,2833
35,,筋肉♂パイセン,1657,2793
36,,思いやりGDX,1999,2768
37,,ζhaluluζ,1823,2755
38,,ψXENOψ,2000,2751
39,,れもんψ,1915,2723
40,,∬ましゅまろ∬,1851,2720
41,,ボイスブリザード,1881,2667
42,,＄ＨＩＤＥ＄,1844,2609
43,,二階堂パンパース,1910,2577
44,,ﾄﾛﾄﾛｵﾖﾖ,539,2561
45,,サイバーナイト,1962,2560
46,,CherryShuffle,997,2516
47,,アバブ,1900,2455
48,,陽奈♪,1839,2430
49,,近代的なsouei,1805,2411
50,,むぎちゃ。,1886,2408
51,,ｷｬﾌﾟﾃﾝ・ﾌｧﾙ君,1976,2383
52,,†LightSide†,1879,2374
53,,アルス君,1852,2371
54,,ラクサスドレアン,2000,2370
55,,§ＮＥＸＵＳ§,1024,2342
56,,黄金卿の案内人,1037,2312
57,,しーふ君,888,2280
58,,２式改,1650,2240
59,,超炒飯,1065,2240
60,,永遠の暗闇,1915,2215
61,,Inocent,1741,2195
62,,天日槍,1359,2150
63,,夜廻まるか,1828,2131
64,,あぷりこ,1994,2123
65,,RockAce,1754,2117
66,,＊鬼鮫＊,1970,2114
67,,てのひら,1580,2111
68,,misya☆,1286,2110
69,,†フィル†,1878,2105
70,,弐華威堂,1740,2102
71,,最前線の開拓者,1299,2098
72,,【愛】チェルシー,1506,2096
73,,小茉里,1123,2090
74,,anderson,1330,2070
75,,ひるの,1834,2061
76,,アルネホーク,1563,2059
77,,カジュアル,2000,2048
78,,アリス☆☆,1361,2040
79,,虐殺ｵｰﾊﾞｰﾄﾞﾗｲﾌﾞ,1125,2017
80,,緋色＄,1895,2013
81,,RhymeDealer,1299,2010
82,,Jamii,1775,2006
83,,ｱﾆﾘｿ,1852,1995
84,,emg4159,1616,1986
85,,ﾄｰﾀﾙﾃﾝﾎﾞｽ,1717,1978
86,,愛泉,1973,1961
87,,魔法姫ひかり,1940,1959
88,,～マハルコ～，,1272,1943
89,,ホロックス,1860,1926
90,,しらすたっぷ。,1915,1909
91,,†盗掘者†,1009,1909
92,,ｍｅｒｙ,1520,1905
93,,FalkeNaze,1708,1881
94,,マハーデーヴィー,1873,1879
95,,xたまきちx,2000,1864
96,,marui11111,2000,1861
97,,ﾀｲｶﾞｰﾀﾅｶ,1277,1848
98,,ずっさん,1853,1842
99,,エルロン5,1844,1841
100,,真夏の雨§,1808,1829
