,職業,キャラクター,レベル,ポイント
1,n9,krisu,2023,15773
2,n4,Tengallon,1815,12647
3,n5,キュウチャン,1336,7707
4,n7,ミツリン,1977,7614
5,n7,♪D－cyan♪,1572,6362
6,n16,mttt,2032,5857
7,n8,ロザリナ☆,1698,5382
8,n8,jeil,1027,5250
9,n6,七色インコ,617,4860
10,n4,ψXENOψ,2009,4832
11,n7,ザンゾウ,931,4720
12,n12,たいやきあんこ,2013,4589
13,n8,∴ジャヌψ,1410,4483
14,n8,余貴真優,2000,4460
15,n8,夜刃神,1900,4385
16,n3,ちゃらめる,2009,4382
17,n8,♪もも,1504,4347
18,n2,不協和音♪,1560,4274
19,n9,槍まーりも,1500,4253
20,n1,takakazuma,1025,4207
21,n9,レジェンド石橋,2000,4146
22,n7,あすみす,1283,4093
23,n9,Magic1an,1984,3929
24,n9,ボイスブリザード,2001,3872
25,n5,ﾌｪﾘｯｸｽ,1406,3868
26,n9,りるどーぷ,2001,3852
27,n24,アリス・ワンダー,2004,3801
28,n19,6shou,2000,3612
29,n9,陽奈♪,2000,3606
30,n8,azusachan,1975,3605
31,n20,Liliel,2000,3597
32,n19,ﾌｪﾘｱ,2012,3532
33,n22,近代的なsouei,1929,3487
34,n1,ルベーグ2世,2000,3382
35,n19,†フィル†,2000,3313
36,n10,永遠の暗闇,2031,3310
37,n1,セヴィ・ティセス,1624,3279
38,n20,∬ましゅまろ∬,1930,3278
39,n19,骨ラーメン☆,2022,3266
40,n1,ｸﾗｯｼｬｰ☆ｼﾞｮｰ,1718,3266
41,n0,ｋａｚｕｋｕｎ剣,1905,3249
42,n2,桃牙,1516,3192
43,n2,トト・レイニス,1602,3185
44,n0,むぎちゃ。,2000,3113
45,n8,思いやりGDX,2010,3088
46,n1,サイバーナイト,2017,3082
47,n1,†LightSide†,2000,3054
48,n0,あるせん,1936,3053
49,n16,ΨtinariΨ,2022,3013
50,n1,アルネホーク,1959,2973
51,n9,アルス君,2000,2962
52,n2,shogi,1867,2933
53,n15,＄ＨＩＤＥ＄,1975,2899
54,n9,‐鏡月‐,1877,2895
55,n19,♪☆神崎葵☆♪,2000,2893
56,n7,ずっさん,2009,2890
57,n7,アバブ,2002,2873
58,n12,ぽいんこ,1602,2842
59,n4,黄金卿の案内人,1041,2800
60,n4,筋肉♂パイセン,1657,2793
61,n19,ζhaluluζ,1823,2755
62,n8,れもんψ,1915,2723
63,n4,emg4159,1938,2675
64,n1,ｱﾆﾘｿ,2001,2642
65,n8,二階堂パンパース,1910,2577
66,n10,ﾄﾛﾄﾛｵﾖﾖ,555,2561
67,n24,ｷｬﾌﾟﾃﾝ・ﾌｧﾙ君,2001,2545
68,n1,ウリ☆,2010,2516
69,n10,CherryShuffle,997,2516
70,n19,マハーデーヴィー,2006,2481
71,n20,夜廻まるか,2000,2456
72,n7,ﾃﾞｨｰﾝ･ｳｨﾝﾁｪｽﾀｰ,2000,2453
73,n1,RockAce,1870,2436
74,n6,hanacyan,2011,2398
75,n9,緋色＄,2000,2392
76,n5,ラクサスドレアン,2000,2386
77,n9,φAimerφ,1988,2368
78,n9,魔法姫ひかり,2000,2346
79,n2,§ＮＥＸＵＳ§,1024,2342
80,n9,＊鬼鮫＊,2002,2312
81,n2,豹弦,2000,2294
82,n6,しーふ君,888,2280
83,n13,kininaru姫,1983,2276
84,n2,ひるの,1903,2274
85,n0,Jamii,1877,2265
86,n0,超炒飯,1106,2259
87,n8,もぐらⅲ,2007,2258
88,n8,ホロックス,1957,2244
89,n7,２式改,1650,2240
90,n19,Inocent,1779,2218
91,n9,レリュム,1943,2213
92,n4,最前線の開拓者,1305,2202
93,n11,あぷりこ,2000,2199
94,n9,ｍｅｒｙ,1795,2175
95,n9,晴和,1975,2170
96,n9,天日槍,1447,2150
97,n13,アリス☆☆,1423,2125
98,n9,濁心,1903,2113
99,n10,てのひら,1581,2111
100,n8,misya☆,1347,2110
