,職業,キャラクター,レベル,ポイント
1,n0,ZODIAC6168,1733,21308
2,n10,はなおとめ,1333,10892
3,n19,おーいえ,2014,7785
4,n4,ｲﾝﾀｰﾈｯﾄ撲殺ﾏﾝ,1370,6286
5,n2,9rpm,1908,6121
6,n9,さなっしー,1833,4721
7,n5,【ポッセ】,2004,4643
8,n19,解離,1491,4431
9,n10,ぷーちゃん♪,2030,4422
10,n4,誇り無き教主,1355,4316
11,n10,アル・シェリ,1012,4193
12,n16,ScarletRuby,931,3988
13,n21,ループド,2003,3935
14,n1,katsuxxx,1959,3767
15,n1,シュガ♪,1946,3694
16,n9,らっきーよだすけ,1964,3650
17,n2,創造神皇ダニエル,1272,3611
18,n8,愛犬サクラ,2005,3547
19,n13,瑞穂りん,2011,3526
20,n7,風の歌,2000,3484
21,n6,＋カイト＋,2021,3393
22,n2,sevencraw,1255,3345
23,n0,捨ノ型・生生流転,2000,3270
24,n16,カマキリ令嬢,2034,3265
25,n2,§エス§,2018,3212
26,n2,ハスラム,1132,3165
27,n9,Spallow_Tail,2000,3156
28,n2,残兵首領,1468,3142
29,n19,みどり先輩,2003,3118
30,n7,地下室,1054,3102
31,n2,Diamant,1443,3036
32,n5,シル星,2026,3013
33,n8,とろっとろ牛すじ,2002,2988
34,n16,ボイン姉ちゃん,1857,2925
35,n9,covid,2002,2902
36,n10,みゅうごろう,2000,2723
37,n2,リタリン,951,2670
38,n1,戦士ちゃま,1678,2602
39,n5,狼輝,2030,2580
40,n7,ぷいきゅあ～,1965,2544
41,n7,ｱﾝﾄﾞﾚｻﾞｼﾞｬｲｱﾝﾄ,1725,2521
42,n3,ｂｏｗ‐ｗｏｗ,2026,2494
43,n0,ｷｰｽ･ｶｲ,1402,2491
44,n12,岡部誠∵,1558,2465
45,n19,ｹﾓ蔵,1532,2452
46,n16,UnBiR,2034,2395
47,n1,RORONOA＋ZORO,1256,2379
48,n8,趣味は・・・矢,1962,2350
49,n0,ヘビー,1336,2347
50,n9,りんじょー,2031,2272
51,n13,RelMayer,1762,2257
52,n19,狛狗,1928,2256
53,n12,らいみん,1504,2226
54,n20,つばきひめ,1655,2169
55,n7,神風の隼,1933,2158
56,n9,ゅぅぁ,1775,2124
57,n19,J・T・Sサム,1676,2110
58,n1,じみ～,1751,2102
59,n21,メロメロイド,1418,2083
60,n20,アーリア。,2004,2078
61,n4,誇り無き追放天使,1305,2061
62,n1,マイシャローナ,1822,2056
63,n19,間衣華,1785,2022
64,n16,タメヴィアータ。,2005,1986
65,n0,カラー、,1052,1971
66,n1,DXUキャプテンUSA,2011,1958
67,n5,☆ショップ☆,1793,1946
68,n6,sunafu,2021,1940
69,n9,甘栗うっまW,2031,1936
70,n9,えいしぐ,1955,1916
71,n2,daRinki,1605,1908
72,n9,ooよーだoo,1271,1873
73,n6,BILL・PEACE,1420,1856
74,n5,おいえ天使,1503,1834
75,n10,アネット姫,721,1823
76,n8,↑ウラチャ↑,1296,1812
77,n11,笛吹奏,1857,1797
78,n8,CV種田梨沙,1707,1764
79,n19,たこち,2000,1724
80,n9,城咲ロミオ,1944,1696
81,n20,しらたま団子ＬＬ,2005,1692
82,n13,魔凜,1981,1679
83,n16,mikaoto,1868,1678
84,n17,アンヘル＿,1486,1667
85,n16,鷸榧,2001,1649
86,n9,つんで･れい,1933,1643
87,n7,ナイア君,875,1637
88,n2,STANSFIELD,1737,1622
89,n25,おぃ、止まれ！？,2003,1616
90,n7,CV水瀬いのり,1850,1613
91,n8,†卍キリト卍†,2005,1612
92,n9,お～い恋茶,2005,1612
93,n1,トラウトサーモン,1856,1599
94,n6,めぎぃ,1779,1588
95,n22,雨後清水,2001,1584
96,n0,皇虎,1256,1578
97,n13,イチゴ大福姫,1506,1569
98,n15,か～ら,2000,1559
99,n14,魔法の壁,1552,1557
100,n4,如雷戦,1772,1551
