,職業,キャラクター,レベル,ポイント
1,,syouitirou,1815,32606
2,,ニャンニャンマン,906,9471
3,,ひろ１００１,1474,9043
4,,ＤＭＺ,1555,6971
5,,つらあじ,1408,6461
6,,ミルリ,1851,6265
7,,ＬＡ：ＮＡ,1741,6157
8,,嶋太郎,1582,5516
9,,きぃちゃ,666,4736
10,,叢雲のジュウザ,1194,4224
11,,DarkGradation,1800,4062
12,,おばさんULT,1802,3931
13,,☆もいちゃん☆,1456,3838
14,,新羅三郎,1723,3157
15,,死神のJ,1390,3111
16,,Mｉnelva,1809,3006
17,,エルスト,1073,2901
18,,†Einzbern,1191,2839
19,,DancingBravo,1779,2747
20,,毒おじや,1664,2638
21,,☆夢露くん☆,1261,2559
22,,八番手,1842,2516
23,,Rosenritter2,1261,2516
24,,shnzi,1411,2430
25,,大木陸,1542,2336
26,,pikashu,1813,2317
27,,らぶのーと♪,1827,2248
28,,ブレイブスカイ,1803,2238
29,,ピアッサ,968,2223
30,,ティダ射手,1630,2214
31,,武神゜,1829,2209
32,,ペったー,1560,2152
33,,_Jun_,1764,2139
34,,段四郎,1445,2138
35,,チャットとろい,1046,2094
36,,†金獅子姫†,1785,2049
37,,☆セントレア☆,1806,2042
38,,パラヌス,1784,2038
39,,gingingin,1803,2034
40,,ゆめごん,1803,2011
41,,雷神の弓,1729,1998
42,,jun53,920,1972
43,,チャット入力苦手,1030,1965
44,,２２３２,1766,1951
45,,neon43,1832,1947
46,,私は返事出来ん,1089,1940
47,,ﾏｰｺﾞｯﾄ,1845,1935
48,,超越ゆめんごⅤ,1788,1934
49,,ソルディエンヌ,1788,1906
50,,腰痛の爺,1809,1897
51,,AllRangeClear☆,1804,1880
52,,＋ゆい＋,1787,1877
53,,δsnowδ,1811,1872
54,,啓士郎,1784,1842
55,,ﾏｲｹﾙ・ﾏｲﾔﾝｽﾞ,1843,1841
56,,ナットウキナーゼ,1407,1820
57,,きゃぴ☆,1827,1818
58,,れっどしーふ,1806,1817
59,,マーキψ,1605,1816
60,,PersephoneP,1666,1815
61,,LOVEマシーン♪,1779,1813
62,,レミニセンス,1828,1790
63,,苺桜三玖,1763,1768
64,,ブルーマンジェロ,1038,1744
65,,愛知のトッシー,1226,1734
66,,millay,1802,1724
67,,kino2,920,1720
68,,６９５,900,1716
69,,Lionel・MessiⅡ,1805,1695
70,,∬purposefire∬,1832,1693
71,,スガサワ,1713,1686
72,,北国ウルフ,1559,1683
73,,醤油取って,1779,1676
74,,パリバリ,1724,1654
75,,楼麗莱,951,1654
76,,クレモル,1810,1652
77,,dokuringo,1783,1606
78,,浅研,1725,1589
79,,TS020,1310,1588
80,,∬Veloce∬,1803,1581
81,,HIMAMA,1794,1571
82,,（とち）,1191,1567
83,,バク天,964,1556
84,,ダイワ☆,1125,1551
85,,バイマン先生,1179,1546
86,,ハイシェン姫,1706,1538
87,,tururu,1019,1537
88,,newkoara,1413,1519
89,,Leila。,1510,1516
90,,Invisible元老,908,1509
91,,・まゆしぃ・,1618,1508
92,,＄reef＄,1724,1507
93,,銀九朗,1678,1496
94,,モルディブ。,1718,1495
95,,GLASS7,1727,1487
96,,エクアカイザー,1154,1481
97,,天´,1500,1477
98,,Ψmo☆moΨ,1427,1470
99,,いみそ～れ,1393,1468
100,,高嶋彩,670,1466
