,職業,キャラクター,レベル,ポイント
1,n2,syouitirou,2000,33558
2,n1,ひろ１００１,1558,9665
3,n2,ニャンニャンマン,908,9522
4,n5,ＤＭＺ,1661,7411
5,n10,ミルリ,2003,6821
6,n19,つらあじ,1408,6461
7,n6,ＬＡ：ＮＡ,1772,6400
8,n23,嶋太郎,1687,6299
9,n8,Mｉnelva,1966,4969
10,n2,きぃちゃ,666,4736
11,n9,おばさんULT,1908,4336
12,n0,叢雲のジュウザ,1213,4224
13,n20,DarkGradation,1801,4062
14,n1,☆もいちゃん☆,1478,3856
15,n1,新羅三郎,1811,3385
16,n10,pikashu,2001,3251
17,n1,死神のJ,1479,3204
18,n1,毒おじや,1853,3186
19,n9,☆セントレア☆,2000,3075
20,n9,らぶのーと♪,2000,3000
21,n20,八番手,2000,2987
22,n9,ティダ射手,1930,2974
23,n9,武神゜,2001,2967
24,n6,エルスト,1096,2934
25,n0,†Einzbern,1191,2839
26,n1,ブレイブスカイ,1997,2799
27,n1,DancingBravo,1784,2768
28,n0,shnzi,1544,2711
29,n7,れっどしーふ,1975,2658
30,n9,†金獅子姫†,1914,2647
31,n13,ゆめごん,2000,2605
32,n2,☆夢露くん☆,1285,2559
33,n7,gingingin,1953,2545
34,n0,醤油取って,2000,2533
35,n24,ﾏｰｺﾞｯﾄ,2003,2516
36,n9,Rosenritter2,1281,2516
37,n16,neon43,2002,2475
38,n8,大木陸,1579,2431
39,n6,パラヌス,1855,2410
40,n11,ﾏｲｹﾙ・ﾏｲﾔﾝｽﾞ,2000,2408
41,n10,ぽこっさん,2000,2320
42,n19,AllRangeClear☆,1985,2317
43,n20,PersephoneP,1882,2304
44,n16,きゃぴ☆,2000,2258
45,n10,ピアッサ,970,2223
46,n8,_Jun_,1827,2209
47,n23,レミニセンス,1989,2202
48,n8,ペったー,1576,2162
49,n8,∬purposefire∬,2000,2152
50,n1,段四郎,1445,2138
51,n2,２２３２,1905,2137
52,n22,δsnowδ,1956,2128
53,n1,啓士郎,1927,2112
54,n9,LOVEマシーン♪,1862,2111
55,n9,チャットとろい,1061,2100
56,n9,クレモル,1933,2068
57,n8,雷神の弓,1763,2046
58,n6,コールドプレイ,1966,2040
59,n5,高天原ゆとり,2000,2031
60,n2,jun53,920,1972
61,n10,チャット入力苦手,1044,1971
62,n24,お前もう船降りろ,1977,1969
63,n9,マーキψ,1697,1961
64,n4,私は返事出来ん,1102,1959
65,n8,ソルディエンヌ,1812,1955
66,n9,超越ゆめんごⅤ,1803,1953
67,n20,ShineLight,2000,1917
68,n7,腰痛の爺,1809,1897
69,n1,潜伏期間,1788,1896
70,n20,∬Veloce∬,1957,1891
71,n19,dokuringo,1931,1884
72,n10,＋ゆい＋,1787,1877
73,n20,苺桜三玖,1851,1865
74,n16,お試しください♪,1990,1864
75,n0,RSQ_RAY,1721,1835
76,n8,Lionel・MessiⅡ,1877,1832
77,n2,ナットウキナーゼ,1420,1823
78,n8,浅研,1854,1796
79,n2,kino2,956,1776
80,n0,amagon,2001,1772
81,n16,◇妖精◇,1845,1769
82,n19,リンチェンコ,1952,1760
83,n1,スガサワ,1784,1745
84,n6,ブルーマンジェロ,1042,1744
85,n10,Ψmo☆moΨ,1577,1735
86,n1,愛知のトッシー,1247,1734
87,n10,つよみん,2003,1733
88,n2,＄デビル＄,1912,1733
89,n1,＄reef＄,1903,1725
90,n10,６９５,900,1716
91,n12,パリバリ,1783,1685
92,n10,北国ウルフ,1574,1684
93,n1,ダーシュ！,1871,1666
94,n10,AiryKuroe,1961,1661
95,n6,HIMAMA,1843,1658
96,n12,WildCandy♪,2000,1657
97,n10,楼麗莱,951,1654
98,n5,ビッグマ万太郎,1987,1645
99,n1,TS020,1353,1640
100,n11,bsk団,1917,1610
