,職業,キャラクター,レベル,ポイント
1,,krisu,1826,13839
2,,Tengallon,1565,10262
3,,キュウチャン,1199,7620
4,,ミツリン,1793,6451
5,,♪D－cyan♪,1444,6219
6,,ロザリナ☆,1698,5382
7,,jeil,985,5170
8,,mttt,1830,5054
9,,七色インコ,615,4860
10,,♪もも,1453,4346
11,,∴ジャヌψ,1328,4320
12,,槍まーりも,1462,4228
13,,takakazuma,983,4164
14,,あすみす,1283,4093
15,,たいやきあんこ,1849,4006
16,,ﾌｪﾘｯｸｽ,1271,3799
17,,不協和音♪,1372,3578
18,,レジェンド石橋,1843,3569
19,,りるどーぷ,1697,3402
20,,ｸﾗｯｼｬｰ☆ｼﾞｮｰ,1718,3266
21,,トト・レイニス,1597,3185
22,,夜刃神,1603,3057
23,,ザンゾウ,925,2930
24,,ちゃらめる,1795,2882
25,,桃牙,1330,2868
26,,ﾌｪﾘｱ,1814,2860
27,,ぽいんこ,1602,2842
28,,ルベーグ2世,1804,2810
29,,筋肉♂パイセン,1657,2793
30,,ζhaluluζ,1823,2755
31,,セヴィ・ティセス,1447,2708
32,,Liliel,1737,2687
33,,shogi,1802,2611
34,,アリス・ワンダー,1844,2592
35,,ﾄﾛﾄﾛｵﾖﾖ,532,2561
36,,CherryShuffle,997,2516
37,,ｋａｚｕｋｕｎ剣,1765,2504
38,,＄ＨＩＤＥ＄,1789,2499
39,,‐鏡月‐,1573,2499
40,,二階堂パンパース,1831,2490
41,,ψXENOψ,1846,2395
42,,れもんψ,1835,2382
43,,§ＮＥＸＵＳ§,1024,2342
44,,しーふ君,888,2280
45,,∬ましゅまろ∬,1728,2274
46,,アルス君,1802,2265
47,,サイバーナイト,1801,2262
48,,２式改,1643,2230
49,,超炒飯,1024,2204
50,,アバブ,1809,2195
51,,Inocent,1740,2195
52,,思いやりGDX,1839,2152
53,,天日槍,1332,2150
54,,陽奈♪,1748,2132
55,,てのひら,1574,2111
56,,misya☆,1261,2110
57,,弐華威堂,1739,2102
58,,小茉里,1120,2090
59,,むぎちゃ。,1788,2079
60,,【愛】チェルシー,1476,2073
61,,黄金卿の案内人,1013,2071
62,,anderson,1303,2070
63,,RockAce,1728,2053
64,,アリス☆☆,1329,2031
65,,†LightSide†,1802,2024
66,,虐殺ｵｰﾊﾞｰﾄﾞﾗｲﾌﾞ,1125,2017
67,,RhymeDealer,1299,2010
68,,ﾄｰﾀﾙﾃﾝﾎﾞｽ,1717,1978
69,,夜廻まるか,1744,1976
70,,ボイスブリザード,1654,1975
71,,ｷｬﾌﾟﾃﾝ・ﾌｧﾙ君,1830,1958
72,,ｱﾆﾘｿ,1823,1949
73,,～マハルコ～，,1251,1919
74,,†盗掘者†,1002,1905
75,,FalkeNaze,1708,1881
76,,ｍｅｒｙ,1503,1875
77,,近代的なsouei,1635,1871
78,,ひるの,1756,1855
79,,ﾀｲｶﾞｰﾀﾅｶ,1277,1848
80,,元団長さん,1780,1817
81,,永遠の暗闇,1724,1815
82,,真夏の雨§,1800,1812
83,,ラクサスドレアン,1805,1810
84,,emg4159,1558,1801
85,,Jamii,1635,1798
86,,しらすたっぷ。,1800,1777
87,,子供部屋おばさん,1737,1776
88,,otasam,1388,1764
89,,豹弦,1758,1755
90,,＠みゆ＠,1260,1747
91,,＊鬼鮫＊,1825,1735
92,,ずっさん,1808,1721
93,,エルロン5,1738,1718
94,,元てつ,937,1684
95,,筋弛緩剤,1171,1679
96,,緋色＄,1780,1675
97,,ＣＯＯＬ－ＪＯＥ,1371,1672
98,,更級？,1103,1665
99,,サクラサケ,1804,1659
100,,☆キノ♪,1791,1639
