,職業,キャラクター,レベル,ポイント
1,,syouitirou,1969,33352
2,,ニャンニャンマン,907,9522
3,,ひろ１００１,1506,9095
4,,ＤＭＺ,1609,7236
5,,ミルリ,2000,6753
6,,つらあじ,1408,6461
7,,ＬＡ：ＮＡ,1757,6249
8,,嶋太郎,1631,5941
9,,きぃちゃ,666,4736
10,,叢雲のジュウザ,1202,4224
11,,DarkGradation,1800,4062
12,,おばさんULT,1805,3949
13,,☆もいちゃん☆,1456,3838
14,,Mｉnelva,1880,3282
15,,新羅三郎,1761,3243
16,,死神のJ,1390,3111
17,,エルスト,1077,2906
18,,八番手,1979,2890
19,,†Einzbern,1191,2839
20,,毒おじや,1741,2788
21,,DancingBravo,1783,2767
22,,武神゜,1970,2738
23,,らぶのーと♪,1962,2738
24,,pikashu,1916,2634
25,,☆夢露くん☆,1271,2559
26,,Rosenritter2,1272,2516
27,,shnzi,1451,2510
28,,ティダ射手,1786,2502
29,,大木陸,1554,2365
30,,ﾏｲｹﾙ・ﾏｲﾔﾝｽﾞ,1988,2336
31,,ブレイブスカイ,1805,2238
32,,ゆめごん,1913,2228
33,,ピアッサ,969,2223
34,,gingingin,1863,2219
35,,ﾏｰｺﾞｯﾄ,1943,2209
36,,ペったー,1567,2161
37,,_Jun_,1775,2153
38,,†金獅子姫†,1815,2152
39,,段四郎,1445,2138
40,,☆セントレア☆,1835,2115
41,,チャットとろい,1051,2094
42,,パラヌス,1789,2078
43,,れっどしーふ,1855,2066
44,,∬purposefire∬,1975,2053
45,,AllRangeClear☆,1905,2037
46,,雷神の弓,1732,1999
47,,２２３２,1817,1988
48,,neon43,1833,1973
49,,jun53,920,1972
50,,チャット入力苦手,1035,1965
51,,millay,1872,1944
52,,私は返事出来ん,1094,1943
53,,超越ゆめんごⅤ,1790,1942
54,,PersephoneP,1746,1941
55,,きゃぴ☆,1889,1922
56,,ソルディエンヌ,1788,1906
57,,啓士郎,1825,1899
58,,LOVEマシーン♪,1805,1899
59,,腰痛の爺,1809,1897
60,,δsnowδ,1821,1884
61,,＋ゆい＋,1787,1877
62,,マーキψ,1615,1836
63,,ナットウキナーゼ,1413,1821
64,,レミニセンス,1830,1791
65,,苺桜三玖,1767,1778
66,,Lionel・MessiⅡ,1838,1761
67,,ブルーマンジェロ,1042,1744
68,,kino2,924,1740
69,,愛知のトッシー,1233,1734
70,,醤油取って,1818,1724
71,,６９５,900,1716
72,,クレモル,1837,1712
73,,∬Veloce∬,1894,1710
74,,スガサワ,1713,1686
75,,北国ウルフ,1565,1683
76,,dokuringo,1810,1666
77,,パリバリ,1724,1654
78,,楼麗莱,951,1654
79,,HIMAMA,1834,1642
80,,浅研,1733,1606
81,,TS020,1322,1588
82,,bitaminn,1869,1575
83,,＄reef＄,1782,1575
84,,（とち）,1198,1571
85,,Ψmo☆moΨ,1479,1567
86,,バク天,967,1556
87,,megumi♪,1788,1554
88,,ダイワ☆,1125,1551
89,,バイマン先生,1180,1547
90,,ハイシェン姫,1706,1538
91,,tururu,1019,1537
92,,RSQ_RAY,1548,1535
93,,銀九朗,1685,1526
94,,ぽこっさん,1850,1523
95,,つよみん,1940,1522
96,,ShineLight,1870,1522
97,,newkoara,1432,1522
98,,・まゆしぃ・,1621,1521
99,,Leila。,1510,1516
100,,Invisible元老,908,1509
