,職業,キャラクター,レベル,ポイント
1,,syouitirou,1802,32265
2,,ニャンニャンマン,905,9453
3,,ＤＭＺ,1461,6646
4,,ＬＡ：ＮＡ,1738,6157
5,,ミルリ,1839,5692
6,,きぃちゃ,666,4736
7,,嶋太郎,1512,4700
8,,叢雲のジュウザ,1189,4224
9,,DarkGradation,1751,4014
10,,☆もいちゃん☆,1456,3838
11,,おばさんULT,1780,3538
12,,新羅三郎,1710,3142
13,,死神のJ,1390,3111
14,,Mｉnelva,1797,2933
15,,エルスト,1064,2895
16,,†Einzbern,1191,2839
17,,DancingBravo,1750,2637
18,,☆夢露くん☆,1250,2559
19,,毒おじや,1630,2549
20,,shnzi,1401,2372
21,,大木陸,1514,2291
22,,pikashu,1806,2267
23,,八番手,1828,2256
24,,ブレイブスカイ,1801,2238
25,,ピアッサ,967,2223
26,,武神゜,1825,2209
27,,段四郎,1445,2138
28,,らぶのーと♪,1820,2132
29,,ペったー,1549,2123
30,,チャットとろい,1045,2093
31,,_Jun_,1727,2078
32,,ゆめごん,1801,2010
33,,jun53,920,1972
34,,チャット入力苦手,1021,1964
35,,私は返事出来ん,1081,1937
36,,雷神の弓,1691,1934
37,,gingingin,1765,1918
38,,２２３２,1708,1892
39,,ソルディエンヌ,1732,1868
40,,腰痛の爺,1806,1856
41,,δsnowδ,1809,1855
42,,†金獅子姫†,1711,1854
43,,ティダ射手,1480,1828
44,,ナットウキナーゼ,1404,1817
45,,AllRangeClear☆,1792,1810
46,,☆セントレア☆,1754,1803
47,,超越ゆめんごⅤ,1665,1798
48,,neon43,1824,1796
49,,マーキψ,1584,1785
50,,パラヌス,1729,1765
51,,啓士郎,1731,1755
52,,ブルーマンジェロ,1028,1744
53,,愛知のトッシー,1225,1734
54,,LOVEマシーン♪,1753,1728
55,,６９５,900,1716
56,,PersephoneP,1635,1707
57,,kino2,915,1697
58,,Lionel・MessiⅡ,1803,1695
59,,スガサワ,1710,1686
60,,醤油取って,1777,1674
61,,れっどしーふ,1777,1672
62,,ﾏｰｺﾞｯﾄ,1832,1656
63,,millay,1780,1656
64,,楼麗莱,951,1654
65,,北国ウルフ,1520,1652
66,,苺桜三玖,1680,1644
67,,パリバリ,1717,1639
68,,∬purposefire∬,1825,1576
69,,TS020,1293,1576
70,,＋ゆい＋,1705,1574
71,,HIMAMA,1794,1571
72,,dokuringo,1770,1571
73,,∬Veloce∬,1800,1570
74,,クレモル,1801,1559
75,,浅研,1702,1557
76,,バク天,962,1556
77,,（とち）,1179,1552
78,,ダイワ☆,1125,1551
79,,レミニセンス,1726,1545
80,,バイマン先生,1178,1545
81,,tururu,1019,1537
82,,Leila。,1510,1516
83,,newkoara,1405,1515
84,,Invisible元老,908,1509
85,,モルディブ。,1715,1495
86,,きゃぴ☆,1799,1493
87,,エクアカイザー,1140,1479
88,,いみそ～れ,1381,1468
89,,高嶋彩,670,1466
90,,megumi♪,1713,1459
91,,銀九朗,1664,1455
92,,バッジオ,1405,1445
93,,移動する点Ｐ,1726,1442
94,,奇襲,1300,1438
95,,チャットがおそい,1037,1435
96,,佐々木のぞみ,1430,1429
97,,・まゆしぃ・,1597,1427
98,,＄reef＄,1636,1416
99,,もげしふ,1725,1412
100,,ЖHeliosЖ,1665,1409
