,職業,キャラクター,レベル,ポイント
1,,syouitirou,1788,32092
2,,ニャンニャンマン,905,9453
3,,ＤＭＺ,1460,6645
4,,ＬＡ：ＮＡ,1738,6156
5,,ミルリ,1830,5356
6,,きぃちゃ,666,4736
7,,嶋太郎,1511,4690
8,,叢雲のジュウザ,1189,4224
9,,DarkGradation,1751,4014
10,,☆もいちゃん☆,1453,3829
11,,おばさんULT,1746,3245
12,,新羅三郎,1708,3140
13,,死神のJ,1390,3111
14,,エルスト,1060,2892
15,,†Einzbern,1191,2839
16,,Mｉnelva,1761,2753
17,,DancingBravo,1726,2589
18,,☆夢露くん☆,1247,2559
19,,毒おじや,1606,2460
20,,shnzi,1395,2348
21,,大木陸,1512,2270
22,,ブレイブスカイ,1800,2238
23,,ピアッサ,967,2223
24,,pikashu,1795,2164
25,,段四郎,1445,2138
26,,八番手,1815,2116
27,,ペったー,1543,2110
28,,チャットとろい,1043,2093
29,,武神゜,1815,2069
30,,_Jun_,1724,2068
31,,ゆめごん,1793,1974
32,,jun53,920,1972
33,,チャット入力苦手,1017,1962
34,,らぶのーと♪,1809,1941
35,,私は返事出来ん,1078,1931
36,,雷神の弓,1672,1905
37,,gingingin,1754,1887
38,,ソルディエンヌ,1732,1868
39,,２２３２,1669,1859
40,,†金獅子姫†,1703,1836
41,,ナットウキナーゼ,1404,1817
42,,☆セントレア☆,1753,1801
43,,マーキψ,1576,1772
44,,啓士郎,1728,1755
45,,AllRangeClear☆,1767,1747
46,,ブルーマンジェロ,1028,1744
47,,愛知のトッシー,1225,1734
48,,δsnowδ,1794,1727
49,,ティダ射手,1438,1727
50,,６９５,900,1716
51,,超越ゆめんごⅤ,1606,1706
52,,パラヌス,1715,1701
53,,腰痛の爺,1800,1700
54,,LOVEマシーン♪,1732,1693
55,,kino2,913,1692
56,,スガサワ,1709,1686
57,,PersephoneP,1619,1665
58,,楼麗莱,951,1654
59,,醤油取って,1765,1646
60,,北国ウルフ,1509,1642
61,,パリバリ,1717,1639
62,,neon43,1810,1636
63,,Lionel・MessiⅡ,1790,1625
64,,れっどしーふ,1756,1592
65,,苺桜三玖,1630,1577
66,,HIMAMA,1794,1571
67,,TS020,1287,1567
68,,バク天,961,1556
69,,（とち）,1177,1551
70,,ダイワ☆,1125,1551
71,,浅研,1693,1547
72,,レミニセンス,1726,1545
73,,バイマン先生,1175,1542
74,,＋ゆい＋,1689,1538
75,,tururu,1019,1537
76,,dokuringo,1749,1531
77,,Leila。,1510,1516
78,,newkoara,1403,1514
79,,Invisible元老,908,1509
80,,∬purposefire∬,1816,1508
81,,ﾏｰｺﾞｯﾄ,1823,1503
82,,∬Veloce∬,1768,1498
83,,モルディブ。,1714,1495
84,,millay,1714,1492
85,,エクアカイザー,1136,1479
86,,いみそ～れ,1377,1468
87,,高嶋彩,670,1466
88,,クレモル,1759,1464
89,,megumi♪,1709,1455
90,,銀九朗,1663,1455
91,,バッジオ,1405,1445
92,,移動する点Ｐ,1726,1442
93,,奇襲,1300,1438
94,,チャットがおそい,1036,1435
95,,佐々木のぞみ,1430,1429
96,,・まゆしぃ・,1595,1420
97,,ЖHeliosЖ,1665,1409
98,,きゃぴ☆,1777,1407
99,,クイーンギャング,1417,1400
100,,＄reef＄,1618,1396
