,職業,キャラクター,レベル,ポイント
1,n8,krisu,1814,13477
2,n4,Tengallon,1550,10041
3,n5,キュウチャン,1191,7620
4,n7,ミツリン,1782,6389
5,n7,♪D－cyan♪,1438,6213
6,n8,ロザリナ☆,1698,5382
7,n8,jeil,979,5158
8,n16,mttt,1829,5054
9,n6,七色インコ,615,4860
10,n8,♪もも,1452,4346
11,n8,∴ジャヌψ,1312,4292
12,n9,槍まーりも,1461,4228
13,n1,takakazuma,979,4160
14,n7,あすみす,1283,4093
15,n5,ﾌｪﾘｯｸｽ,1270,3798
16,n12,たいやきあんこ,1843,3734
17,n2,不協和音♪,1327,3445
18,n9,レジェンド石橋,1838,3440
19,n9,りるどーぷ,1696,3402
20,n2,トト・レイニス,1597,3185
21,n8,夜刃神,1589,2999
22,n2,桃牙,1312,2823
23,n19,ﾌｪﾘｱ,1806,2814
24,n4,筋肉♂パイセン,1657,2793
25,n19,ζhaluluζ,1823,2755
26,n3,ちゃらめる,1761,2735
27,n1,ルベーグ2世,1803,2729
28,n7,ザンゾウ,924,2698
29,n21,Liliel,1735,2687
30,n1,セヴィ・ティセス,1430,2617
31,n10,ﾄﾛﾄﾛｵﾖﾖ,531,2561
32,n10,CherryShuffle,997,2516
33,n9,‐鏡月‐,1573,2499
34,n9,二階堂パンパース,1830,2490
35,n2,shogi,1790,2486
36,n15,＄ＨＩＤＥ＄,1771,2470
37,n24,アリス・ワンダー,1838,2393
38,n1,ｋａｚｕｋｕｎ剣,1730,2357
39,n2,§ＮＥＸＵＳ§,1024,2342
40,n6,しーふ君,888,2280
41,n9,アルス君,1792,2239
42,n21,∬ましゅまろ∬,1718,2233
43,n0,超炒飯,1018,2201
44,n7,アバブ,1807,2195
45,n18,Inocent,1740,2195
46,n7,２式改,1608,2170
47,n1,サイバーナイト,1753,2152
48,n8,天日槍,1326,2150
49,n10,てのひら,1574,2111
50,n8,misya☆,1255,2110
51,n9,れもんψ,1829,2107
52,n19,弐華威堂,1739,2102
53,n4,ψXENOψ,1839,2097
54,n10,小茉里,1113,2090
55,n8,【愛】チェルシー,1475,2071
56,n2,anderson,1296,2070
57,n1,虐殺ｵｰﾊﾞｰﾄﾞﾗｲﾌﾞ,1125,2017
58,n0,むぎちゃ。,1777,2012
59,n5,RhymeDealer,1298,2010
60,n13,アリス☆☆,1313,2004
61,n9,陽奈♪,1690,2001
62,n4,黄金卿の案内人,1011,1992
63,n1,†LightSide†,1793,1980
64,n9,ﾄｰﾀﾙﾃﾝﾎﾞｽ,1717,1978
65,n8,思いやりGDX,1832,1976
66,n21,夜廻まるか,1744,1976
67,n1,RockAce,1689,1964
68,n1,ｱﾆﾘｿ,1821,1940
69,n6,†盗掘者†,999,1902
70,n9,～マハルコ～，,1242,1901
71,n24,ｷｬﾌﾟﾃﾝ・ﾌｧﾙ君,1827,1898
72,n1,FalkeNaze,1708,1881
73,n0,ﾀｲｶﾞｰﾀﾅｶ,1277,1848
74,n7,元団長さん,1780,1817
75,n10,永遠の暗闇,1721,1815
76,n9,ｍｅｒｙ,1461,1811
77,n4,ラクサスドレアン,1805,1808
78,n2,ひるの,1732,1787
79,n9,ボイスブリザード,1555,1784
80,n4,しらすたっぷ。,1800,1777
81,n9,真夏の雨§,1793,1772
82,n0,otasam,1382,1764
83,n22,近代的なsouei,1604,1763
84,n9,子供部屋おばさん,1733,1760
85,n2,＠みゆ＠,1259,1747
86,n2,豹弦,1754,1746
87,n1,Jamii,1614,1742
88,n4,emg4159,1537,1729
89,n9,＊鬼鮫＊,1824,1718
90,n5,エルロン5,1738,1718
91,n6,元てつ,937,1684
92,n0,筋弛緩剤,1171,1679
93,n13,更級？,1096,1665
94,n5,サクラサケ,1804,1659
95,n2,ＣＯＯＬ－ＪＯＥ,1359,1655
96,n6,べルカンプ,1732,1638
97,n8,やわら,1009,1627
98,n2,Wide01,1094,1622
99,n7,ずっさん,1794,1619
100,n19,グライムズ01,1754,1619
