,職業,キャラクター,レベル,ポイント
1,,syouitirou,1803,32273
2,,ニャンニャンマン,905,9453
3,,ＤＭＺ,1462,6647
4,,ＬＡ：ＮＡ,1739,6157
5,,ミルリ,1840,5714
6,,きぃちゃ,666,4736
7,,嶋太郎,1514,4716
8,,叢雲のジュウザ,1189,4224
9,,DarkGradation,1751,4014
10,,☆もいちゃん☆,1456,3838
11,,おばさんULT,1782,3578
12,,新羅三郎,1710,3142
13,,死神のJ,1390,3111
14,,Mｉnelva,1800,2961
15,,エルスト,1064,2895
16,,†Einzbern,1191,2839
17,,DancingBravo,1750,2637
18,,☆夢露くん☆,1250,2559
19,,毒おじや,1632,2557
20,,Rosenritter2,1254,2516
21,,shnzi,1402,2374
22,,大木陸,1515,2292
23,,八番手,1829,2276
24,,pikashu,1807,2267
25,,ブレイブスカイ,1801,2238
26,,ピアッサ,967,2223
27,,武神゜,1825,2209
28,,らぶのーと♪,1821,2154
29,,段四郎,1445,2138
30,,ペったー,1549,2124
31,,チャットとろい,1045,2093
32,,_Jun_,1727,2078
33,,ゆめごん,1801,2010
34,,jun53,920,1972
35,,チャット入力苦手,1021,1964
36,,雷神の弓,1698,1943
37,,私は返事出来ん,1081,1937
38,,gingingin,1766,1922
39,,２２３２,1714,1896
40,,†金獅子姫†,1719,1875
41,,ソルディエンヌ,1732,1868
42,,腰痛の爺,1806,1856
43,,δsnowδ,1809,1855
44,,ティダ射手,1489,1850
45,,AllRangeClear☆,1794,1817
46,,ナットウキナーゼ,1404,1817
47,,超越ゆめんごⅤ,1681,1816
48,,neon43,1825,1806
49,,☆セントレア☆,1754,1803
50,,マーキψ,1584,1785
51,,パラヌス,1729,1767
52,,啓士郎,1731,1755
53,,ブルーマンジェロ,1028,1744
54,,愛知のトッシー,1225,1734
55,,LOVEマシーン♪,1753,1728
56,,６９５,900,1716
57,,PersephoneP,1636,1710
58,,kino2,915,1698
59,,Lionel・MessiⅡ,1803,1695
60,,スガサワ,1711,1686
61,,れっどしーふ,1779,1684
62,,millay,1786,1680
63,,醤油取って,1777,1674
64,,ﾏｰｺﾞｯﾄ,1833,1673
65,,楼麗莱,951,1654
66,,北国ウルフ,1520,1652
67,,苺桜三玖,1683,1648
68,,パリバリ,1717,1639
69,,TS020,1294,1578
70,,∬purposefire∬,1825,1576
71,,dokuringo,1771,1574
72,,＋ゆい＋,1706,1574
73,,クレモル,1803,1572
74,,HIMAMA,1794,1571
75,,∬Veloce∬,1800,1570
76,,浅研,1706,1561
77,,バク天,962,1556
78,,（とち）,1179,1552
79,,ダイワ☆,1125,1551
80,,バイマン先生,1178,1546
81,,レミニセンス,1726,1545
82,,tururu,1019,1537
83,,Leila。,1510,1516
84,,newkoara,1406,1515
85,,きゃぴ☆,1803,1510
86,,Invisible元老,908,1509
87,,モルディブ。,1715,1495
88,,エクアカイザー,1141,1479
89,,いみそ～れ,1382,1468
90,,高嶋彩,670,1466
91,,megumi♪,1713,1459
92,,銀九朗,1664,1455
93,,バッジオ,1405,1445
94,,移動する点Ｐ,1727,1442
95,,奇襲,1300,1438
96,,チャットがおそい,1037,1435
97,,・まゆしぃ・,1597,1429
98,,佐々木のぞみ,1430,1429
99,,＄reef＄,1641,1422
100,,もげしふ,1725,1412
