,職業,キャラクター,レベル,ポイント
1,,syouitirou,2000,33558
2,,ニャンニャンマン,907,9522
3,,ひろ１００１,1520,9233
4,,ＤＭＺ,1613,7248
5,,ミルリ,2000,6753
6,,つらあじ,1408,6461
7,,ＬＡ：ＮＡ,1767,6348
8,,嶋太郎,1646,6060
9,,きぃちゃ,666,4736
10,,叢雲のジュウザ,1206,4224
11,,DarkGradation,1801,4062
12,,おばさんULT,1806,3949
13,,☆もいちゃん☆,1456,3838
14,,Mｉnelva,1913,3755
15,,新羅三郎,1795,3341
16,,pikashu,2000,3211
17,,死神のJ,1390,3111
18,,毒おじや,1805,3016
19,,らぶのーと♪,2000,3000
20,,八番手,2000,2987
21,,武神゜,2000,2924
22,,エルスト,1079,2911
23,,†Einzbern,1191,2839
24,,DancingBravo,1783,2768
25,,ティダ射手,1864,2756
26,,shnzi,1492,2576
27,,☆夢露くん☆,1278,2559
28,,Rosenritter2,1280,2516
29,,ﾏｰｺﾞｯﾄ,2000,2445
30,,ﾏｲｹﾙ・ﾏｲﾔﾝｽﾞ,2000,2403
31,,☆セントレア☆,1885,2392
32,,大木陸,1558,2378
33,,gingingin,1885,2309
34,,ゆめごん,1928,2303
35,,millay,1908,2279
36,,ブレイブスカイ,1806,2238
37,,ピアッサ,969,2223
38,,れっどしーふ,1874,2204
39,,†金獅子姫†,1826,2197
40,,ペったー,1571,2162
41,,_Jun_,1777,2154
42,,∬purposefire∬,2000,2152
43,,段四郎,1445,2138
44,,AllRangeClear☆,1931,2131
45,,チャットとろい,1055,2097
46,,neon43,1887,2095
47,,パラヌス,1793,2090
48,,２２３２,1853,2045
49,,PersephoneP,1779,2042
50,,雷神の弓,1733,1999
51,,jun53,920,1972
52,,チャット入力苦手,1039,1969
53,,きゃぴ☆,1903,1955
54,,ソルディエンヌ,1812,1955
55,,啓士郎,1851,1952
56,,私は返事出来ん,1097,1951
57,,超越ゆめんごⅤ,1792,1946
58,,LOVEマシーン♪,1825,1934
59,,腰痛の爺,1809,1897
60,,δsnowδ,1825,1892
61,,クレモル,1878,1885
62,,＋ゆい＋,1787,1877
63,,醤油取って,1859,1876
64,,マーキψ,1621,1841
65,,ナットウキナーゼ,1418,1823
66,,∬Veloce∬,1923,1800
67,,レミニセンス,1831,1791
68,,苺桜三玖,1768,1780
69,,Lionel・MessiⅡ,1838,1761
70,,kino2,927,1754
71,,ブルーマンジェロ,1042,1744
72,,愛知のトッシー,1239,1734
73,,６９５,900,1716
74,,ぽこっさん,1887,1712
75,,スガサワ,1714,1686
76,,高天原ゆとり,1891,1683
77,,北国ウルフ,1568,1683
78,,dokuringo,1810,1666
79,,パリバリ,1724,1654
80,,楼麗莱,951,1654
81,,HIMAMA,1834,1644
82,,潜伏期間,1674,1631
83,,つよみん,1982,1617
84,,＄reef＄,1828,1617
85,,Ψmo☆moΨ,1506,1614
86,,ShineLight,1919,1610
87,,浅研,1735,1606
88,,TS020,1332,1594
89,,bitaminn,1874,1590
90,,◇妖精◇,1795,1584
91,,五十嵐由貴,2000,1577
92,,（とち）,1200,1571
93,,RSQ_RAY,1556,1558
94,,バク天,968,1556
95,,megumi♪,1788,1554
96,,ダーシュ！,1835,1551
97,,ダイワ☆,1125,1551
98,,バイマン先生,1180,1547
99,,ハイシェン姫,1706,1538
100,,tururu,1019,1537
