,職業,キャラクター,レベル,ポイント
1,,krisu,1977,14826
2,,Tengallon,1608,10754
3,,キュウチャン,1223,7620
4,,ミツリン,1838,6606
5,,♪D－cyan♪,1492,6262
6,,mttt,2000,5387
7,,ロザリナ☆,1698,5382
8,,jeil,993,5190
9,,七色インコ,615,4860
10,,∴ジャヌψ,1376,4410
11,,♪もも,1473,4346
12,,たいやきあんこ,2000,4309
13,,槍まーりも,1489,4246
14,,takakazuma,990,4168
15,,あすみす,1283,4093
16,,レジェンド石橋,2000,4051
17,,不協和音♪,1509,4025
18,,ﾌｪﾘｯｸｽ,1273,3799
19,,アリス・ワンダー,2000,3571
20,,りるどーぷ,1711,3411
21,,ザンゾウ,927,3377
22,,ｸﾗｯｼｬｰ☆ｼﾞｮｰ,1718,3266
23,,夜刃神,1630,3189
24,,トト・レイニス,1598,3185
25,,ちゃらめる,1855,3173
26,,ルベーグ2世,1934,3168
27,,ﾌｪﾘｱ,1928,3065
28,,桃牙,1385,3062
29,,Liliel,1864,2996
30,,セヴィ・ティセス,1518,2940
31,,shogi,1866,2921
32,,ぽいんこ,1602,2842
33,,ｋａｚｕｋｕｎ剣,1845,2798
34,,筋肉♂パイセン,1657,2793
35,,ζhaluluζ,1823,2755
36,,ψXENOψ,2000,2751
37,,‐鏡月‐,1710,2736
38,,思いやりGDX,1985,2718
39,,れもんψ,1912,2707
40,,∬ましゅまろ∬,1845,2684
41,,二階堂パンパース,1910,2577
42,,＄ＨＩＤＥ＄,1831,2575
43,,ﾄﾛﾄﾛｵﾖﾖ,538,2561
44,,ボイスブリザード,1852,2550
45,,CherryShuffle,997,2516
46,,サイバーナイト,1929,2479
47,,むぎちゃ。,1886,2408
48,,アルス君,1851,2367
49,,ラクサスドレアン,2000,2365
50,,§ＮＥＸＵＳ§,1024,2342
51,,近代的なsouei,1776,2310
52,,陽奈♪,1784,2298
53,,†LightSide†,1863,2293
54,,しーふ君,888,2280
55,,アバブ,1834,2271
56,,黄金卿の案内人,1020,2261
57,,ｷｬﾌﾟﾃﾝ・ﾌｧﾙ君,1942,2250
58,,２式改,1650,2240
59,,超炒飯,1047,2228
60,,Inocent,1741,2195
61,,天日槍,1355,2150
62,,永遠の暗闇,1895,2133
63,,RockAce,1752,2114
64,,てのひら,1579,2111
65,,misya☆,1282,2110
66,,弐華威堂,1740,2102
67,,【愛】チェルシー,1501,2092
68,,小茉里,1123,2090
69,,anderson,1325,2070
70,,＊鬼鮫＊,1950,2058
71,,カジュアル,2000,2048
72,,アリス☆☆,1354,2036
73,,ひるの,1824,2030
74,,†フィル†,1869,2026
75,,虐殺ｵｰﾊﾞｰﾄﾞﾗｲﾌﾞ,1125,2017
76,,RhymeDealer,1299,2010
77,,ｱﾆﾘｿ,1852,1993
78,,最前線の開拓者,1294,1986
79,,ﾄｰﾀﾙﾃﾝﾎﾞｽ,1717,1978
80,,夜廻まるか,1745,1976
81,,emg4159,1605,1952
82,,アルネホーク,1509,1950
83,,～マハルコ～，,1269,1939
84,,Jamii,1716,1936
85,,緋色＄,1870,1932
86,,ホロックス,1860,1926
87,,しらすたっぷ。,1915,1909
88,,†盗掘者†,1007,1909
89,,ｍｅｒｙ,1517,1902
90,,あぷりこ,1951,1894
91,,FalkeNaze,1708,1881
92,,愛泉,1933,1859
93,,ﾀｲｶﾞｰﾀﾅｶ,1277,1848
94,,マハーデーヴィー,1864,1845
95,,真夏の雨§,1804,1819
96,,元団長さん,1780,1817
97,,豹弦,1788,1803
98,,エルロン5,1806,1789
99,,子供部屋おばさん,1737,1776
100,,otasam,1408,1764
