,職業,キャラクター,レベル,ポイント
1,,krisu,1813,13477
2,,Tengallon,1538,9868
3,,キュウチャン,1182,7612
4,,ミツリン,1764,6317
5,,♪D－cyan♪,1433,6199
6,,ロザリナ☆,1698,5382
7,,jeil,978,5140
8,,mttt,1827,5054
9,,七色インコ,615,4860
10,,♪もも,1451,4346
11,,∴ジャヌψ,1302,4270
12,,槍まーりも,1461,4228
13,,takakazuma,977,4158
14,,あすみす,1282,4093
15,,ﾌｪﾘｯｸｽ,1258,3788
16,,たいやきあんこ,1839,3598
17,,りるどーぷ,1677,3356
18,,レジェンド石橋,1833,3304
19,,不協和音♪,1278,3298
20,,トト・レイニス,1597,3185
21,,夜刃神,1574,2936
22,,筋肉♂パイセン,1657,2793
23,,ﾌｪﾘｱ,1802,2792
24,,桃牙,1300,2790
25,,ζhaluluζ,1822,2755
26,,ルベーグ2世,1802,2729
27,,ちゃらめる,1755,2686
28,,Liliel,1734,2682
29,,ザンゾウ,924,2568
30,,セヴィ・ティセス,1422,2563
31,,ﾄﾛﾄﾛｵﾖﾖ,529,2561
32,,CherryShuffle,997,2516
33,,‐鏡月‐,1573,2499
34,,二階堂パンパース,1829,2490
35,,shogi,1789,2486
36,,＄ＨＩＤＥ＄,1766,2461
37,,§ＮＥＸＵＳ§,1024,2342
38,,ｋａｚｕｋｕｎ剣,1717,2284
39,,しーふ君,888,2280
40,,超炒飯,1016,2201
41,,アバブ,1806,2195
42,,Inocent,1740,2195
43,,アリス・ワンダー,1833,2171
44,,２式改,1600,2160
45,,天日槍,1321,2150
46,,サイバーナイト,1741,2140
47,,てのひら,1574,2111
48,,misya☆,1251,2110
49,,弐華威堂,1739,2102
50,,小茉里,1110,2081
51,,anderson,1291,2070
52,,∬ましゅまろ∬,1689,2066
53,,【愛】チェルシー,1471,2057
54,,虐殺ｵｰﾊﾞｰﾄﾞﾗｲﾌﾞ,1125,2017
55,,RhymeDealer,1298,2010
56,,アリス☆☆,1303,1987
57,,アルス君,1717,1984
58,,ﾄｰﾀﾙﾃﾝﾎﾞｽ,1717,1978
59,,夜廻まるか,1744,1976
60,,むぎちゃ。,1766,1966
61,,ψXENOψ,1836,1951
62,,黄金卿の案内人,1009,1943
63,,ｱﾆﾘｿ,1821,1940
64,,†LightSide†,1783,1921
65,,†盗掘者†,995,1897
66,,～マハルコ～，,1235,1896
67,,RockAce,1665,1893
68,,陽奈♪,1641,1885
69,,FalkeNaze,1708,1881
70,,ﾀｲｶﾞｰﾀﾅｶ,1277,1848
71,,れもんψ,1824,1839
72,,元団長さん,1780,1817
73,,永遠の暗闇,1719,1815
74,,思いやりGDX,1825,1806
75,,ｍｅｒｙ,1454,1797
76,,しらすたっぷ。,1800,1775
77,,ラクサスドレアン,1802,1774
78,,otasam,1377,1764
79,,子供部屋おばさん,1732,1760
80,,＠みゆ＠,1259,1747
81,,ひるの,1721,1739
82,,豹弦,1737,1723
83,,エルロン5,1738,1718
84,,Jamii,1604,1708
85,,ｷｬﾌﾟﾃﾝ・ﾌｧﾙ君,1821,1690
86,,ボイスブリザード,1526,1683
87,,近代的なsouei,1582,1680
88,,筋弛緩剤,1171,1679
89,,＊鬼鮫＊,1822,1672
90,,更級？,1091,1665
91,,emg4159,1515,1664
92,,サクラサケ,1804,1659
93,,ＣＯＯＬ－ＪＯＥ,1352,1651
94,,べルカンプ,1732,1638
95,,やわら,1009,1627
96,,グライムズ01,1754,1619
97,,愛泉,1814,1611
98,,ネコ・ジャラシ,1714,1607
99,,真夏の雨§,1746,1601
100,,エルネスティ,1507,1601
