,職業,キャラクター,レベル,ポイント
1,,krisu,2000,14987
2,,Tengallon,1615,10827
3,,キュウチャン,1229,7620
4,,ミツリン,1852,6649
5,,♪D－cyan♪,1502,6272
6,,mttt,2000,5387
7,,ロザリナ☆,1698,5382
8,,jeil,994,5191
9,,七色インコ,615,4860
10,,∴ジャヌψ,1385,4431
11,,♪もも,1476,4347
12,,たいやきあんこ,2000,4309
13,,槍まーりも,1496,4250
14,,takakazuma,1006,4172
15,,あすみす,1283,4093
16,,レジェンド石橋,2000,4073
17,,不協和音♪,1513,4054
18,,ﾌｪﾘｯｸｽ,1274,3801
19,,アリス・ワンダー,2000,3577
20,,ザンゾウ,927,3444
21,,りるどーぷ,1711,3411
22,,夜刃神,1651,3285
23,,ちゃらめる,1881,3283
24,,ｸﾗｯｼｬｰ☆ｼﾞｮｰ,1718,3266
25,,ルベーグ2世,1952,3222
26,,トト・レイニス,1598,3185
27,,ﾌｪﾘｱ,1961,3140
28,,桃牙,1392,3085
29,,Liliel,1879,3017
30,,セヴィ・ティセス,1537,2995
31,,shogi,1867,2933
32,,‐鏡月‐,1851,2855
33,,ぽいんこ,1602,2842
34,,ｋａｚｕｋｕｎ剣,1848,2826
35,,筋肉♂パイセン,1657,2793
36,,思いやりGDX,1999,2768
37,,ζhaluluζ,1823,2755
38,,ψXENOψ,2000,2751
39,,れもんψ,1915,2723
40,,∬ましゅまろ∬,1851,2716
41,,ボイスブリザード,1880,2641
42,,＄ＨＩＤＥ＄,1844,2609
43,,二階堂パンパース,1910,2577
44,,ﾄﾛﾄﾛｵﾖﾖ,539,2561
45,,サイバーナイト,1962,2560
46,,CherryShuffle,997,2516
47,,アバブ,1897,2432
48,,陽奈♪,1838,2426
49,,むぎちゃ。,1886,2408
50,,近代的なsouei,1802,2391
51,,ｷｬﾌﾟﾃﾝ・ﾌｧﾙ君,1976,2383
52,,アルス君,1852,2371
53,,ラクサスドレアン,2000,2365
54,,†LightSide†,1875,2355
55,,§ＮＥＸＵＳ§,1024,2342
56,,黄金卿の案内人,1037,2291
57,,しーふ君,888,2280
58,,２式改,1650,2240
59,,超炒飯,1064,2240
60,,永遠の暗闇,1915,2215
61,,Inocent,1741,2195
62,,天日槍,1359,2150
63,,RockAce,1754,2116
64,,てのひら,1580,2111
65,,misya☆,1285,2110
66,,＊鬼鮫＊,1969,2108
67,,弐華威堂,1740,2102
68,,【愛】チェルシー,1506,2096
69,,†フィル†,1878,2093
70,,小茉里,1123,2090
71,,最前線の開拓者,1299,2089
72,,夜廻まるか,1811,2081
73,,あぷりこ,1988,2071
74,,anderson,1329,2070
75,,ひるの,1833,2052
76,,カジュアル,2000,2048
77,,アルネホーク,1561,2042
78,,アリス☆☆,1359,2040
79,,虐殺ｵｰﾊﾞｰﾄﾞﾗｲﾌﾞ,1125,2017
80,,RhymeDealer,1299,2010
81,,Jamii,1773,2001
82,,緋色＄,1893,2000
83,,ｱﾆﾘｿ,1852,1994
84,,emg4159,1615,1982
85,,ﾄｰﾀﾙﾃﾝﾎﾞｽ,1717,1978
86,,愛泉,1973,1960
87,,～マハルコ～，,1271,1943
88,,ホロックス,1860,1926
89,,しらすたっぷ。,1915,1909
90,,†盗掘者†,1009,1909
91,,ｍｅｒｙ,1520,1905
92,,魔法姫ひかり,1933,1893
93,,FalkeNaze,1708,1881
94,,マハーデーヴィー,1872,1877
95,,xたまきちx,2000,1863
96,,marui11111,2000,1861
97,,ﾀｲｶﾞｰﾀﾅｶ,1277,1848
98,,エルロン5,1844,1838
99,,真夏の雨§,1808,1828
100,,ずっさん,1851,1821
