,職業,キャラクター,レベル,ポイント
1,n9,krisu,2023,15773
2,n4,Tengallon,1807,12553
3,n5,キュウチャン,1334,7707
4,n7,ミツリン,1973,7566
5,n7,♪D－cyan♪,1570,6362
6,n16,mttt,2032,5857
7,n8,ロザリナ☆,1698,5382
8,n8,jeil,1026,5249
9,n6,七色インコ,616,4860
10,n4,ψXENOψ,2008,4693
11,n7,ザンゾウ,931,4662
12,n12,たいやきあんこ,2013,4589
13,n8,∴ジャヌψ,1410,4483
14,n9,余貴真優,2000,4460
15,n3,ちゃらめる,2008,4369
16,n8,♪もも,1504,4347
17,n8,夜刃神,1896,4346
18,n2,不協和音♪,1559,4274
19,n9,槍まーりも,1500,4253
20,n1,takakazuma,1025,4207
21,n9,レジェンド石橋,2000,4146
22,n7,あすみす,1283,4093
23,n5,ﾌｪﾘｯｸｽ,1406,3868
24,n9,ボイスブリザード,2001,3857
25,n9,りるどーぷ,2001,3834
26,n24,アリス・ワンダー,2004,3801
27,n9,陽奈♪,2000,3606
28,n19,6shou,2000,3600
29,n20,Liliel,2000,3590
30,n8,azusachan,1972,3566
31,n19,ﾌｪﾘｱ,2011,3525
32,n22,近代的なsouei,1926,3428
33,n1,ルベーグ2世,2000,3382
34,n9,Magic1an,1958,3378
35,n19,†フィル†,2000,3293
36,n1,セヴィ・ティセス,1623,3279
37,n1,ｸﾗｯｼｬｰ☆ｼﾞｮｰ,1718,3266
38,n20,∬ましゅまろ∬,1927,3263
39,n0,ｋａｚｕｋｕｎ剣,1905,3249
40,n10,永遠の暗闇,2031,3229
41,n19,骨ラーメン☆,2020,3194
42,n2,桃牙,1514,3187
43,n2,トト・レイニス,1601,3185
44,n0,むぎちゃ。,2000,3113
45,n8,思いやりGDX,2010,3088
46,n1,サイバーナイト,2016,3060
47,n1,†LightSide†,2000,3054
48,n0,あるせん,1931,3035
49,n9,アルス君,2000,2962
50,n2,shogi,1867,2933
51,n1,アルネホーク,1928,2909
52,n19,♪☆神崎葵☆♪,2000,2893
53,n9,‐鏡月‐,1876,2890
54,n15,＄ＨＩＤＥ＄,1968,2883
55,n7,ずっさん,2008,2872
56,n16,ΨtinariΨ,2017,2869
57,n7,アバブ,2002,2864
58,n12,ぽいんこ,1602,2842
59,n4,筋肉♂パイセン,1657,2793
60,n4,黄金卿の案内人,1041,2760
61,n19,ζhaluluζ,1823,2755
62,n8,れもんψ,1915,2723
63,n1,ｱﾆﾘｿ,2001,2631
64,n4,emg4159,1931,2631
65,n8,二階堂パンパース,1910,2577
66,n10,ﾄﾛﾄﾛｵﾖﾖ,555,2561
67,n24,ｷｬﾌﾟﾃﾝ・ﾌｧﾙ君,2001,2545
68,n10,CherryShuffle,997,2516
69,n19,マハーデーヴィー,2006,2481
70,n20,夜廻まるか,2000,2456
71,n1,ウリ☆,2010,2441
72,n1,RockAce,1870,2436
73,n7,ﾃﾞｨｰﾝ･ｳｨﾝﾁｪｽﾀｰ,1993,2409
74,n6,hanacyan,2011,2398
75,n9,緋色＄,2000,2390
76,n5,ラクサスドレアン,2000,2386
77,n9,魔法姫ひかり,2000,2346
78,n2,§ＮＥＸＵＳ§,1024,2342
79,n9,φAimerφ,1975,2310
80,n9,＊鬼鮫＊,2002,2306
81,n2,豹弦,2000,2294
82,n6,しーふ君,888,2280
83,n0,Jamii,1877,2265
84,n13,kininaru姫,1981,2262
85,n2,ひるの,1901,2262
86,n0,超炒飯,1104,2259
87,n8,もぐらⅲ,2007,2252
88,n9,ホロックス,1957,2244
89,n7,２式改,1650,2240
90,n19,Inocent,1772,2210
91,n4,最前線の開拓者,1305,2202
92,n11,あぷりこ,2000,2199
93,n9,晴和,1974,2162
94,n9,天日槍,1444,2150
95,n9,ｍｅｒｙ,1778,2148
96,n9,レリュム,1910,2132
97,n13,アリス☆☆,1421,2117
98,n10,てのひら,1581,2111
99,n8,misya☆,1344,2110
100,n9,☆キノ♪,2002,2102
