,職業,キャラクター,レベル,ポイント
1,,ZODIAC6168,1451,20451
2,,はなおとめ,1313,10891
3,,9rpm,1728,5329
4,,おーいえ,1816,4863
5,,ｲﾝﾀｰﾈｯﾄ撲殺ﾏﾝ,1365,4645
6,,さなっしー,1803,4580
7,,アル・シェリ,965,4161
8,,ScarletRuby,929,3988
9,,創造神皇ダニエル,1272,3611
10,,らっきーよだすけ,1719,3472
11,,sevencraw,1040,3339
12,,残兵首領,1465,3140
13,,捨ノ型・生生流転,1796,2856
14,,ぷーちゃん♪,1842,2808
15,,ハスラム,1071,2714
16,,ボイン姉ちゃん,1806,2682
17,,リタリン,939,2657
18,,Diamant,1003,2651
19,,愛犬サクラ,1788,2631
20,,誇り無き教主,1327,2569
21,,katsuxxx,1802,2506
22,,岡部誠∵,1553,2461
23,,＋カイト＋,1792,2434
24,,ｷｰｽ･ｶｲ,1265,2417
25,,RORONOA＋ZORO,1087,2373
26,,ヘビー,1224,2329
27,,【ポッセ】,1782,2264
28,,風の歌,1756,2256
29,,シル星,1816,2213
30,,RelMayer,1745,2189
31,,つばきひめ,1655,2169
32,,ループド,1782,2159
33,,らいみん,1263,2147
34,,戦士ちゃま,1449,2111
35,,じみ～,1749,2102
36,,ゅぅぁ,1759,2085
37,,カラー、,1052,1971
38,,covid,1780,1968
39,,間衣華,1744,1960
40,,狛狗,1790,1913
41,,daRinki,1605,1908
42,,とろっとろ牛すじ,1722,1906
43,,ooよーだoo,1256,1869
44,,おいえ天使,1500,1834
45,,アネット姫,716,1823
46,,趣味は・・・矢,1826,1817
47,,↑ウラチャ↑,1256,1812
48,,Spallow_Tail,1551,1795
49,,☆ショップ☆,1759,1775
50,,CV種田梨沙,1707,1764
51,,シュガ♪,1599,1705
52,,カマキリ令嬢,1813,1637
53,,ナイア君,875,1637
54,,マイシャローナ,1410,1613
55,,皇虎,1032,1576
56,,みゅうごろう,1569,1574
57,,ｱﾝﾄﾞﾚｻﾞｼﾞｬｲｱﾝﾄ,1426,1550
58,,狼煌,1500,1547
59,,神風の隼,1714,1528
60,,おじろくん,1756,1527
61,,アンヘル＿,1332,1508
62,,Crewd,1429,1501
63,,§エス§,1592,1498
64,,ピレッソ,1723,1494
65,,イチゴ大福姫,1350,1485
66,,マリジェンヌ,1131,1464
67,,トラウトサーモン,1776,1453
68,,BILL・PEACE,1156,1448
69,,さなっしーJr,1220,1444
70,,二代目おいえ,1273,1434
71,,ｂｏｗ‐ｗｏｗ,1793,1423
72,,heet,962,1423
73,,ぷいきゅあ～,1650,1408
74,,最強姫あ,1615,1408
75,,RAD大好き,1719,1403
76,,狼輝,1776,1395
77,,NIFCO,559,1366
78,,￡Gazelle,1458,1335
79,,もちゃ王,1431,1327
80,,えいしぐ,1537,1318
81,,Vergiftung,1009,1313
82,,CV水瀬いのり,1676,1312
83,,アーリア。,1733,1305
84,,城咲ロミオ,1668,1302
85,,ねこぱんつ,1202,1294
86,,笛吹奏,1502,1286
87,,新撰組近藤,984,1280
88,,つんで･れい,1716,1279
89,,peace。,1569,1272
90,,ranko_star,1738,1268
91,,たこち,1770,1266
92,,イフリィート,1407,1265
93,,みどり先輩,1460,1260
94,,☆ぷりんちゃん,789,1254
95,,めぎぃ,1472,1253
96,,UltimateRAD,1721,1245
97,,未來♪,1259,1242
98,,Tummy,1321,1238
99,,＊鷹＊,1186,1238
100,,yamada3000,1720,1218
