,職業,キャラクター,レベル,ポイント
1,,syouitirou,2000,33559
2,,ひろ１００１,1598,10201
3,,ニャンニャンマン,908,9530
4,,ＤＭＺ,1706,7502
5,,ミルリ,2019,7193
6,,つらあじ,1408,6461
7,,ＬＡ：ＮＡ,1772,6400
8,,嶋太郎,1710,6335
9,,Mｉnelva,1999,5922
10,,きぃちゃ,666,4736
11,,おばさんULT,1922,4437
12,,叢雲のジュウザ,1219,4224
13,,DarkGradation,1801,4062
14,,☆もいちゃん☆,1501,3869
15,,新羅三郎,1812,3386
16,,毒おじや,1873,3309
17,,死神のJ,1522,3272
18,,pikashu,2001,3270
19,,武神゜,2008,3180
20,,ティダ射手,1963,3145
21,,☆セントレア☆,2000,3075
22,,らぶのーと♪,2000,3001
23,,ブレイブスカイ,2005,2989
24,,八番手,2000,2987
25,,†金獅子姫†,1946,2976
26,,エルスト,1099,2935
27,,れっどしーふ,2001,2918
28,,†Einzbern,1191,2839
29,,shnzi,1569,2800
30,,ﾏｰｺﾞｯﾄ,2016,2782
31,,DancingBravo,1784,2768
32,,gingingin,1972,2683
33,,neon43,2010,2614
34,,ゆめごん,2000,2605
35,,☆夢露くん☆,1295,2559
36,,醤油取って,2000,2533
37,,Rosenritter2,1281,2516
38,,PersephoneP,1912,2476
39,,大木陸,1594,2473
40,,ﾏｲｹﾙ・ﾏｲﾔﾝｽﾞ,2001,2449
41,,パラヌス,1861,2445
42,,AllRangeClear☆,2000,2375
43,,δsnowδ,2000,2320
44,,ぽこっさん,2000,2320
45,,_Jun_,1857,2277
46,,コールドプレイ,1999,2263
47,,きゃぴ☆,2000,2262
48,,啓士郎,1967,2262
49,,レミニセンス,2000,2229
50,,ピアッサ,971,2223
51,,段四郎,1494,2206
52,,ペったー,1578,2162
53,,LOVEマシーン♪,1871,2154
54,,∬purposefire∬,2000,2152
55,,２２３２,1910,2145
56,,クレモル,1941,2125
57,,雷神の弓,1802,2115
58,,チャットとろい,1065,2107
59,,schｉller,1748,2086
60,,潜伏期間,1844,2067
61,,高天原ゆとり,2000,2041
62,,＄デビル＄,1943,2019
63,,お前もう船降りろ,1985,2007
64,,つよみん,2019,1983
65,,マーキψ,1709,1979
66,,チャット入力苦手,1047,1979
67,,amagon,2010,1976
68,,私は返事出来ん,1108,1972
69,,jun53,920,1972
70,,超越ゆめんごⅤ,1823,1968
71,,リンチェンコ,2000,1964
72,,ソルディエンヌ,1812,1955
73,,dokuringo,1956,1945
74,,RSQ_RAY,1776,1931
75,,◇妖精◇,1879,1925
76,,ShineLight,2000,1917
77,,お試しください♪,2000,1903
78,,腰痛の爺,1809,1897
79,,浅研,1880,1892
80,,∬Veloce∬,1957,1891
81,,AiryKuroe,1996,1880
82,,苺桜三玖,1860,1880
83,,＋ゆい＋,1787,1877
84,,Lionel・MessiⅡ,1890,1875
85,,北国ウルフ,1746,1837
86,,Ψmo☆moΨ,1616,1836
87,,＄reef＄,1934,1830
88,,ナットウキナーゼ,1428,1827
89,,kino2,959,1801
90,,コマ足,1828,1770
91,,ビッグマ万太郎,2000,1753
92,,スガサワ,1787,1748
93,,ブルーマンジェロ,1043,1744
94,,愛知のトッシー,1257,1734
95,,bsk団,1940,1733
96,,６９５,900,1716
97,,ダーシュ！,1882,1701
98,,パリバリ,1785,1687
99,,TS020,1378,1676
100,,HIMAMA,1843,1658
