,職業,キャラクター,レベル,ポイント
1,,ZODIAC6168,1429,20362
2,,はなおとめ,1313,10891
3,,9rpm,1725,5304
4,,おーいえ,1810,4767
5,,ｲﾝﾀｰﾈｯﾄ撲殺ﾏﾝ,1365,4438
6,,さなっしー,1755,4401
7,,アル・シェリ,965,4161
8,,ScarletRuby,929,3988
9,,創造神皇ダニエル,1272,3611
10,,らっきーよだすけ,1719,3472
11,,sevencraw,1034,3338
12,,残兵首領,1463,3140
13,,捨ノ型・生生流転,1783,2800
14,,ハスラム,1068,2700
15,,リタリン,939,2657
16,,愛犬サクラ,1787,2631
17,,Diamant,987,2630
18,,岡部誠∵,1551,2461
19,,ボイン姉ちゃん,1743,2449
20,,ぷーちゃん♪,1833,2442
21,,誇り無き教主,1324,2436
22,,ｷｰｽ･ｶｲ,1264,2416
23,,RORONOA＋ZORO,1087,2373
24,,＋カイト＋,1765,2354
25,,ヘビー,1218,2328
26,,katsuxxx,1767,2315
27,,シル星,1816,2212
28,,風の歌,1717,2166
29,,RelMayer,1740,2157
30,,らいみん,1259,2147
31,,【ポッセ】,1725,2117
32,,じみ～,1748,2102
33,,ループド,1749,2054
34,,ゅぅぁ,1744,2049
35,,戦士ちゃま,1420,2001
36,,カラー、,1051,1971
37,,間衣華,1743,1960
38,,daRinki,1605,1908
39,,とろっとろ牛すじ,1721,1906
40,,covid,1752,1900
41,,ooよーだoo,1256,1869
42,,アネット姫,716,1823
43,,狛狗,1771,1819
44,,↑ウラチャ↑,1251,1812
45,,趣味は・・・矢,1823,1776
46,,CV種田梨沙,1707,1764
47,,Spallow_Tail,1537,1731
48,,☆ショップ☆,1746,1707
49,,おいえ天使,1405,1693
50,,シュガ♪,1590,1666
51,,ナイア君,875,1637
52,,マイシャローナ,1407,1609
53,,カマキリ令嬢,1806,1590
54,,皇虎,1029,1574
55,,みゅうごろう,1564,1556
56,,狼煌,1491,1535
57,,ｱﾝﾄﾞﾚｻﾞｼﾞｬｲｱﾝﾄ,1422,1534
58,,神風の隼,1714,1528
59,,おじろくん,1756,1527
60,,Crewd,1429,1501
61,,アンヘル＿,1325,1494
62,,イチゴ大福姫,1343,1480
63,,マリジェンヌ,1131,1464
64,,さなっしーJr,1215,1444
65,,BILL・PEACE,1149,1439
66,,二代目おいえ,1273,1434
67,,ピレッソ,1705,1431
68,,heet,961,1423
69,,トラウトサーモン,1754,1404
70,,§エス§,1548,1400
71,,RAD大好き,1716,1399
72,,狼輝,1775,1395
73,,最強姫あ,1600,1382
74,,ぷいきゅあ～,1628,1368
75,,NIFCO,559,1366
76,,ｂｏｗ‐ｗｏｗ,1766,1341
77,,￡Gazelle,1458,1335
78,,もちゃ王,1431,1327
79,,Vergiftung,1007,1313
80,,CV水瀬いのり,1676,1312
81,,アーリア。,1732,1305
82,,城咲ロミオ,1665,1300
83,,ねこぱんつ,1202,1294
84,,つんで･れい,1716,1279
85,,新撰組近藤,976,1278
86,,peace。,1568,1272
87,,えいしぐ,1526,1271
88,,イフリィート,1405,1263
89,,ranko_star,1734,1261
90,,☆ぷりんちゃん,778,1254
91,,めぎぃ,1469,1253
92,,笛吹奏,1489,1251
93,,UltimateRAD,1720,1245
94,,未來♪,1259,1242
95,,Tummy,1321,1238
96,,たこち,1754,1226
97,,ワユ,1592,1213
98,,Lacris,1502,1213
99,,お～い恋茶,1781,1208
100,,Gazelle_tim,1257,1199
