,職業,キャラクター,レベル,ポイント
1,,krisu,1894,14367
2,,Tengallon,1587,10508
3,,キュウチャン,1210,7620
4,,ミツリン,1822,6553
5,,♪D－cyan♪,1468,6246
6,,mttt,2000,5387
7,,ロザリナ☆,1698,5382
8,,jeil,990,5188
9,,七色インコ,615,4860
10,,∴ジャヌψ,1358,4380
11,,♪もも,1462,4346
12,,たいやきあんこ,2000,4309
13,,槍まーりも,1483,4239
14,,takakazuma,987,4168
15,,あすみす,1283,4093
16,,レジェンド石橋,1971,3924
17,,不協和音♪,1465,3869
18,,ﾌｪﾘｯｸｽ,1272,3799
19,,りるどーぷ,1697,3402
20,,アリス・ワンダー,1991,3363
21,,ｸﾗｯｼｬｰ☆ｼﾞｮｰ,1718,3266
22,,ザンゾウ,926,3199
23,,トト・レイニス,1598,3185
24,,夜刃神,1618,3133
25,,ちゃらめる,1837,3061
26,,ﾌｪﾘｱ,1881,2991
27,,桃牙,1361,2956
28,,ルベーグ2世,1844,2903
29,,ぽいんこ,1602,2842
30,,セヴィ・ティセス,1490,2829
31,,shogi,1842,2828
32,,筋肉♂パイセン,1657,2793
33,,ζhaluluζ,1823,2755
34,,Liliel,1767,2753
35,,ψXENOψ,2000,2751
36,,れもんψ,1911,2691
37,,ｋａｚｕｋｕｎ剣,1821,2666
38,,二階堂パンパース,1910,2577
39,,ﾄﾛﾄﾛｵﾖﾖ,535,2561
40,,＄ＨＩＤＥ＄,1816,2539
41,,CherryShuffle,997,2516
42,,‐鏡月‐,1573,2499
43,,思いやりGDX,1956,2464
44,,∬ましゅまろ∬,1766,2397
45,,サイバーナイト,1875,2366
46,,§ＮＥＸＵＳ§,1024,2342
47,,アルス君,1832,2341
48,,ボイスブリザード,1804,2316
49,,むぎちゃ。,1860,2306
50,,しーふ君,888,2280
51,,陽奈♪,1777,2260
52,,ｷｬﾌﾟﾃﾝ・ﾌｧﾙ君,1942,2250
53,,２式改,1650,2240
54,,ラクサスドレアン,1982,2222
55,,超炒飯,1033,2209
56,,アバブ,1811,2195
57,,Inocent,1741,2195
58,,天日槍,1342,2150
59,,黄金卿の案内人,1014,2131
60,,RockAce,1748,2112
61,,てのひら,1576,2111
62,,misya☆,1271,2110
63,,弐華威堂,1740,2102
64,,小茉里,1123,2090
65,,†LightSide†,1825,2089
66,,近代的なsouei,1711,2083
67,,【愛】チェルシー,1489,2081
68,,anderson,1315,2070
69,,永遠の暗闇,1861,2035
70,,アリス☆☆,1344,2035
71,,虐殺ｵｰﾊﾞｰﾄﾞﾗｲﾌﾞ,1125,2017
72,,RhymeDealer,1299,2010
73,,ﾄｰﾀﾙﾃﾝﾎﾞｽ,1717,1978
74,,ひるの,1802,1977
75,,夜廻まるか,1745,1976
76,,ｱﾆﾘｿ,1844,1971
77,,＊鬼鮫＊,1911,1946
78,,カジュアル,1990,1935
79,,～マハルコ～，,1259,1924
80,,しらすたっぷ。,1915,1909
81,,†盗掘者†,1006,1909
82,,ｍｅｒｙ,1515,1902
83,,emg4159,1582,1885
84,,FalkeNaze,1708,1881
85,,Jamii,1679,1868
86,,†フィル†,1846,1851
87,,ﾀｲｶﾞｰﾀﾅｶ,1277,1848
88,,真夏の雨§,1804,1819
89,,元団長さん,1780,1817
90,,ホロックス,1821,1789
91,,エルロン5,1806,1784
92,,あぷりこ,1920,1776
93,,子供部屋おばさん,1737,1776
94,,愛泉,1903,1774
95,,豹弦,1766,1773
96,,otasam,1398,1764
97,,＠みゆ＠,1260,1747
98,,☆キノ♪,1864,1743
99,,緋色＄,1815,1727
100,,ずっさん,1813,1723
