,職業,キャラクター,レベル,ポイント
1,,krisu,2000,15007
2,,Tengallon,1617,10874
3,,キュウチャン,1232,7622
4,,ミツリン,1853,6663
5,,♪D－cyan♪,1504,6276
6,,mttt,2000,5387
7,,ロザリナ☆,1698,5382
8,,jeil,994,5191
9,,七色インコ,615,4860
10,,∴ジャヌψ,1388,4436
11,,♪もも,1478,4347
12,,たいやきあんこ,2000,4309
13,,槍まーりも,1496,4250
14,,takakazuma,1007,4176
15,,あすみす,1283,4093
16,,レジェンド石橋,2000,4075
17,,不協和音♪,1515,4065
18,,ﾌｪﾘｯｸｽ,1276,3802
19,,アリス・ワンダー,2000,3577
20,,ザンゾウ,928,3490
21,,りるどーぷ,1711,3411
22,,夜刃神,1657,3319
23,,ちゃらめる,1885,3317
24,,ｸﾗｯｼｬｰ☆ｼﾞｮｰ,1718,3266
25,,ルベーグ2世,1952,3222
26,,トト・レイニス,1598,3185
27,,ﾌｪﾘｱ,1962,3148
28,,桃牙,1395,3099
29,,Liliel,1880,3036
30,,セヴィ・ティセス,1538,2996
31,,shogi,1867,2933
32,,‐鏡月‐,1851,2855
33,,ぽいんこ,1602,2842
34,,ｋａｚｕｋｕｎ剣,1849,2836
35,,筋肉♂パイセン,1657,2793
36,,思いやりGDX,1999,2768
37,,ζhaluluζ,1823,2755
38,,ψXENOψ,2000,2751
39,,れもんψ,1915,2723
40,,∬ましゅまろ∬,1851,2722
41,,ボイスブリザード,1881,2670
42,,＄ＨＩＤＥ＄,1845,2617
43,,二階堂パンパース,1910,2577
44,,ﾄﾛﾄﾛｵﾖﾖ,539,2561
45,,サイバーナイト,1962,2560
46,,CherryShuffle,997,2516
47,,アバブ,1904,2492
48,,陽奈♪,1839,2436
49,,近代的なsouei,1808,2428
50,,むぎちゃ。,1887,2410
51,,ｷｬﾌﾟﾃﾝ・ﾌｧﾙ君,1976,2384
52,,†LightSide†,1879,2375
53,,アルス君,1852,2371
54,,ラクサスドレアン,2000,2370
55,,§ＮＥＸＵＳ§,1024,2342
56,,黄金卿の案内人,1037,2320
57,,しーふ君,888,2280
58,,２式改,1650,2240
59,,超炒飯,1066,2240
60,,永遠の暗闇,1915,2215
61,,Inocent,1741,2195
62,,あぷりこ,2000,2192
63,,夜廻まるか,1849,2187
64,,天日槍,1362,2150
65,,RockAce,1755,2118
66,,†フィル†,1878,2115
67,,＊鬼鮫＊,1970,2114
68,,てのひら,1580,2111
69,,misya☆,1286,2110
70,,最前線の開拓者,1300,2109
71,,弐華威堂,1740,2102
72,,【愛】チェルシー,1506,2096
73,,小茉里,1123,2090
74,,anderson,1330,2070
75,,ひるの,1835,2065
76,,アルネホーク,1563,2062
77,,カジュアル,2000,2048
78,,アリス☆☆,1361,2040
79,,緋色＄,1896,2023
80,,虐殺ｵｰﾊﾞｰﾄﾞﾗｲﾌﾞ,1125,2017
81,,RhymeDealer,1299,2010
82,,Jamii,1776,2006
83,,ｱﾆﾘｿ,1852,1995
84,,emg4159,1617,1991
85,,魔法姫ひかり,1943,1990
86,,ﾄｰﾀﾙﾃﾝﾎﾞｽ,1717,1978
87,,愛泉,1975,1973
88,,～マハルコ～，,1272,1943
89,,ホロックス,1860,1926
90,,しらすたっぷ。,1915,1909
91,,†盗掘者†,1010,1909
92,,ｍｅｒｙ,1521,1905
93,,FalkeNaze,1708,1881
94,,マハーデーヴィー,1873,1879
95,,xたまきちx,2000,1867
96,,marui11111,2000,1861
97,,ずっさん,1855,1854
98,,azusachan,1700,1849
99,,ﾀｲｶﾞｰﾀﾅｶ,1277,1848
100,,エルロン5,1844,1841
