,職業,キャラクター,レベル,ポイント
1,,ZODIAC6168,1502,20652
2,,はなおとめ,1313,10891
3,,9rpm,1782,5562
4,,おーいえ,1829,5487
5,,ｲﾝﾀｰﾈｯﾄ撲殺ﾏﾝ,1367,4915
6,,さなっしー,1815,4633
7,,アル・シェリ,967,4161
8,,ScarletRuby,929,3988
9,,創造神皇ダニエル,1272,3611
10,,らっきーよだすけ,1729,3480
11,,sevencraw,1045,3339
12,,残兵首領,1468,3142
13,,ぷーちゃん♪,1861,3095
14,,katsuxxx,1821,2881
15,,捨ノ型・生生流転,1800,2875
16,,ボイン姉ちゃん,1824,2809
17,,誇り無き教主,1333,2797
18,,ハスラム,1081,2764
19,,愛犬サクラ,1816,2723
20,,Diamant,1174,2698
21,,リタリン,947,2670
22,,ループド,1822,2650
23,,岡部誠∵,1555,2465
24,,＋カイト＋,1802,2450
25,,ｷｰｽ･ｶｲ,1274,2418
26,,RORONOA＋ZORO,1087,2373
27,,風の歌,1790,2371
28,,【ポッセ】,1801,2345
29,,ヘビー,1239,2329
30,,戦士ちゃま,1539,2280
31,,RelMayer,1762,2257
32,,シル星,1817,2219
33,,つばきひめ,1655,2169
34,,らいみん,1265,2147
35,,ゅぅぁ,1775,2124
36,,じみ～,1749,2102
37,,メロメロイド,1418,2083
38,,J・T・Sサム,1669,2067
39,,間衣華,1781,2020
40,,covid,1787,1984
41,,カラー、,1052,1971
42,,狛狗,1802,1966
43,,Spallow_Tail,1594,1950
44,,daRinki,1605,1908
45,,とろっとろ牛すじ,1723,1906
46,,趣味は・・・矢,1830,1893
47,,ooよーだoo,1256,1869
48,,☆ショップ☆,1772,1845
49,,おいえ天使,1500,1834
50,,アネット姫,717,1823
51,,↑ウラチャ↑,1265,1812
52,,シュガ♪,1628,1810
53,,CV種田梨沙,1707,1764
54,,§エス§,1734,1745
55,,カマキリ令嬢,1828,1716
56,,ｱﾝﾄﾞﾚｻﾞｼﾞｬｲｱﾝﾄ,1458,1710
57,,マイシャローナ,1428,1657
58,,ナイア君,875,1637
59,,神風の隼,1780,1630
60,,みゅうごろう,1599,1629
61,,狼輝,1821,1604
62,,皇虎,1042,1577
63,,魔法の壁,1552,1557
64,,もんもんだよ,918,1548
65,,狼煌,1501,1547
66,,アンヘル＿,1349,1535
67,,ぷいきゅあ～,1705,1532
68,,おじろくん,1756,1527
69,,みどり先輩,1530,1522
70,,Crewd,1430,1502
71,,トラウトサーモン,1789,1498
72,,ピレッソ,1724,1494
73,,イチゴ大福姫,1369,1491
74,,BILL・PEACE,1182,1490
75,,マリジェンヌ,1131,1464
76,,☆アミュレット☆,903,1463
77,,くりゅ,1459,1457
78,,ｂｏｗ‐ｗｏｗ,1807,1453
79,,さなっしーJr,1230,1444
80,,二代目おいえ,1276,1438
81,,heet,962,1423
82,,最強姫あ,1616,1408
83,,RAD大好き,1725,1407
84,,笛吹奏,1540,1403
85,,￡Gazelle,1500,1376
86,,NIFCO,559,1366
87,,＊hayato＊,1656,1365
88,,アーリア。,1765,1341
89,,ranko_star,1801,1331
90,,もちゃ王,1431,1327
91,,たこち,1794,1323
92,,えいしぐ,1541,1322
93,,yamada3000,1810,1315
94,,Vergiftung,1010,1313
95,,CV水瀬いのり,1676,1312
96,,城咲ロミオ,1680,1310
97,,くりゅう,1301,1305
98,,メルティアーノ♪,1154,1295
99,,ねこぱんつ,1202,1294
100,,お～い恋茶,1819,1290
