,職業,キャラクター,レベル,ポイント
1,,syouitirou,2000,33559
2,,ひろ１００１,1598,10195
3,,ニャンニャンマン,908,9530
4,,ＤＭＺ,1705,7502
5,,ミルリ,2019,7179
6,,つらあじ,1408,6461
7,,ＬＡ：ＮＡ,1772,6400
8,,嶋太郎,1708,6334
9,,Mｉnelva,1999,5907
10,,きぃちゃ,666,4736
11,,おばさんULT,1922,4437
12,,叢雲のジュウザ,1219,4224
13,,DarkGradation,1801,4062
14,,☆もいちゃん☆,1501,3869
15,,新羅三郎,1812,3386
16,,毒おじや,1872,3305
17,,死神のJ,1522,3272
18,,pikashu,2001,3270
19,,武神゜,2008,3175
20,,ティダ射手,1962,3138
21,,☆セントレア☆,2000,3075
22,,らぶのーと♪,2000,3001
23,,ブレイブスカイ,2005,2987
24,,八番手,2000,2987
25,,†金獅子姫†,1944,2962
26,,エルスト,1099,2935
27,,れっどしーふ,2001,2918
28,,†Einzbern,1191,2839
29,,shnzi,1567,2794
30,,ﾏｰｺﾞｯﾄ,2016,2778
31,,DancingBravo,1784,2768
32,,gingingin,1972,2683
33,,neon43,2010,2614
34,,ゆめごん,2000,2605
35,,☆夢露くん☆,1294,2559
36,,醤油取って,2000,2533
37,,Rosenritter2,1281,2516
38,,大木陸,1593,2473
39,,PersephoneP,1910,2466
40,,ﾏｲｹﾙ・ﾏｲﾔﾝｽﾞ,2001,2449
41,,パラヌス,1861,2445
42,,AllRangeClear☆,2000,2375
43,,ぽこっさん,2000,2320
44,,δsnowδ,1999,2318
45,,_Jun_,1856,2275
46,,きゃぴ☆,2000,2262
47,,コールドプレイ,1998,2249
48,,啓士郎,1964,2246
49,,レミニセンス,2000,2229
50,,ピアッサ,971,2223
51,,段四郎,1489,2200
52,,ペったー,1578,2162
53,,LOVEマシーン♪,1871,2154
54,,∬purposefire∬,2000,2152
55,,２２３２,1910,2145
56,,クレモル,1941,2125
57,,雷神の弓,1802,2115
58,,チャットとろい,1065,2107
59,,schｉller,1744,2073
60,,潜伏期間,1842,2060
61,,高天原ゆとり,2000,2041
62,,お前もう船降りろ,1985,2007
63,,＄デビル＄,1941,2007
64,,つよみん,2019,1980
65,,チャット入力苦手,1047,1979
66,,マーキψ,1708,1977
67,,amagon,2010,1974
68,,私は返事出来ん,1108,1972
69,,jun53,920,1972
70,,超越ゆめんごⅤ,1823,1968
71,,ソルディエンヌ,1812,1955
72,,リンチェンコ,1997,1950
73,,dokuringo,1955,1943
74,,RSQ_RAY,1772,1923
75,,ShineLight,2000,1917
76,,◇妖精◇,1877,1913
77,,お試しください♪,2000,1903
78,,腰痛の爺,1809,1897
79,,∬Veloce∬,1957,1891
80,,浅研,1879,1888
81,,苺桜三玖,1859,1879
82,,＋ゆい＋,1787,1877
83,,Lionel・MessiⅡ,1890,1873
84,,AiryKuroe,1994,1866
85,,Ψmo☆moΨ,1614,1830
86,,北国ウルフ,1729,1829
87,,＄reef＄,1932,1828
88,,ナットウキナーゼ,1427,1827
89,,kino2,959,1801
90,,コマ足,1824,1759
91,,ビッグマ万太郎,2000,1753
92,,スガサワ,1787,1748
93,,ブルーマンジェロ,1043,1744
94,,愛知のトッシー,1257,1734
95,,bsk団,1939,1729
96,,６９５,900,1716
97,,ダーシュ！,1881,1697
98,,パリバリ,1785,1687
99,,TS020,1378,1676
100,,HIMAMA,1843,1658
